,review_id,business_id,entities,sentence,len
7976,587,1126,[],"it was served with avocado, radishes, red onion, and some tangy dressing",0
7977,587,1126,[],"my favorite dish of the night! the goat empanada sounded interested and since we were at the girl and the goat, we figured we had to order at least one goat dish",0
7978,587,1126,[],it came with miso dressing and some pickled mushrooms,0
7979,587,1126,[],"it was pretty good, but on the smaller portion size",0
7980,587,1126,"[('roasted cauliflower', 24, 43)]",our veggie dish was the roasted cauliflower,1
7981,587,1126,"[('mint', 18, 22), ('pine nuts', 24, 33), ('pickled peppers', 39, 54), ('brioche bread', 91, 104)]","it is served with mint, pine nuts, and pickled peppers same as the ones that came with the brioche bread",4
7982,587,1126,"[('bucatini', 88, 96)]","this was a pretty solid dish, we ate the whole thing! the last thing we ordered was the bucatini",1
7983,587,1126,"[('milk braised pork', 43, 60)]",it was udon style thick flour noodles with milk braised pork,1
7984,587,1126,[],unfortunately this was my least favorite dish,0
7985,587,1126,"[('pork', 4, 8)]","the pork was a little dry and the flavors were a little too much it was like they were competing with each other, not melding together",1
7986,587,1126,[],"solid  start meal, service, and ambiance",0
7987,587,1126,[],i would definitely recommend it to people and i would definitely want to come back when i am in town next! yum!,0
9017,668,1126,[],i honestly do not understand the hype and  star reviews for this restaurant,0
9018,668,1126,[],"the overpriced food is mediocre, and the service is absolutely horrible",0
9019,668,1126,[],i am beyond disappointed in this place and am confused at how they have maintained such high ratings,0
9020,668,1126,"[('west loop', 49, 58), ('west', 178, 182)]","perhaps because the restaurant is located in the west loop which is an area of people trying too hard to be with upandcoming trends so the items on the menu matches to the whole west loop vibe, however, all i saw was disappointment",2
9021,668,1126,[],the only plus i would give this place is the music and atmosphere,0
9022,668,1126,[],i went to this restaurant on a saturday evening and had a reservation for three people,0
9023,668,1126,[],"my friends and i come from la, miami, and nyc so we understand the importance of reviews and thought that such high reviews for this place was worth us giving it a shot",0
9024,668,1126,[],we were wrong,0
9025,668,1126,[],"when we sat down, we asked the waitress if they served sangria",0
9026,668,1126,[],"she responded, no, this is not a spanish restaurant",0
9027,668,1126,[],her ignorant response from the getgo changed the mood for my friends and i,0
9028,668,1126,[],there are many testaurants who serve sangria and are not spanish,0
9029,668,1126,[],it was a simple and fair question we asked,0
9030,668,1126,"[('goat empanadas', 37, 51)]","not only that, but this place serves goat empanadas as well as many other small plates that have a huge spanish influence on their menu",1
9031,668,1126,[],,0
9032,668,1126,[],,0
9033,668,1126,[],"in addition to the poor service, this place needs to stop promoting the whole concept of sharing the meals because they aren absurdly small",0
9034,668,1126,[],there is nowhere on the menu that markets the small plates as tapas so that is misguiding for someone who is looking to actually enjoy a thorough meal without having to spend  plus becusee they have to get  small plates to make it one full meal,0
9035,668,1126,[],"my friends and i who do not normally eat that much ended up ordering  plates each for ourselves and when we left, we went to another restaurant called au cheval which is right across the street to eat our actual dinner",0
9036,668,1126,"[('bluepoint oysters', 14, 31), ('oysters', 70, 77)]",i ordered the bluepoint oysters for appetizer and they were bland for oysters that were seasoned and cooked,2
9037,668,1126,"[('bread', 30, 35)]",i ordered the goat liver with bread and that was also bland,1
9038,668,1126,"[('sauces', 6, 12)]",their sauces were not bad but the goat liver had no flavor,1
9039,668,1126,"[('salmon', 14, 20), ('grilled chicken', 97, 112), ('chicken', 132, 139)]",i ordered the salmon dinner and that was so small i had to order another plate so i got the half grilled chicken emphasizing half a chicken which ended up being chopped into  very small pieces,3
9040,668,1126,"[('grilled chicken', 4, 19), ('chicken', 148, 155)]","the grilled chicken was good but for a main course meal, the small portions should have been served as an appetizer as the size of the chopped half chicken are bite sizes",2
9041,668,1126,[],"each time our meals would be served to us, they would put it in the middle of the table and we would tell the staff, no this is just for me, the staff would still place it in the middle of the table and walk away immedtiately as if they were annoyed with us",0
9042,668,1126,[],"i get itthe restaurants philosophy is sharing but how in the world can you share a plate that takes one to two bites to finish?! after all of that, my friends and i were still hungry so we asked for our check and left",0
9043,668,1126,[],i see this restaurant being raved and highly spoken of for maybe another year or so but i have a feeling the reviews will go lower as the prices and services does not validate for the quality of the food,0
9044,668,1126,[],they need to make this known as a full tapas restaurant and stop the whole sharing of the meals,0
9045,668,1126,[],our bill for three people ended up being,0
9046,668,1126,[],"unless you have eaten before heading to this place, do not care for the rude service, and are just in the mood to spend a lot of money to listen to music and people watch",0
9047,668,1126,[],,0
9048,668,1126,[],,0
9049,668,1126,[],"otherwise, please, please, avoid this place and go somewhere else",0
9050,668,1126,[],i promise you it is not worth for what you pay for,0
9051,668,1126,[],,0
12702,1032,1128,[],it is like chinese fine dining,0
12703,1032,1128,[],"all those strange dishes you may find at authentic chinese restaurants, only here they are well presented with unique flavour pairings",0
12704,1032,1128,"[('orange olive vegetables', 4, 27), ('crispy pigs ears', 29, 45), ('bbq pigs tongue', 48, 63), ('sweet pork belly', 68, 84)]","the orange olive vegetables, crispy pigs ears , bbq pigs tongue and sweet pork belly so tender were all really great",4
12705,1032,1128,[],the deserts were also so good,0
12706,1032,1128,"[('rhubarb raspberry crumble', 4, 29), ('guava white chocolate', 58, 79)]","the rhubarb raspberry crumble was sweet and tart, and the guava white chocolate desert was perfect",2
12707,1032,1128,[],the casual atmosphere was nice,0
12708,1032,1128,[],"only two bathrooms, so there was constantly a lineup and they get a little dirty",0
12709,1032,1128,[],"watch out for if they try to seat you outside in the back hallway, there is no air circulation and it kind of sucks",0
12710,1032,1128,[],you are better off to ask to wait for other seating,0
12711,1032,1128,[],"the rest of the patio gets some decent circulation, and indoors is consistently good",0
12712,1032,1128,[],,0
12854,1048,1128,[],this was also another restaurant i was highly interested trying,0
12855,1048,1128,[],"party of  on a thursday night, wait was about  minutes",0
12856,1048,1128,[],"this place is very tight, particularly inside",0
12857,1048,1128,[],"we were seated right in front of the cooks where they prepare their food, so it was a nice view the whole time",0
12858,1048,1128,[],they have a very extensive menu so it can be difficult to decide,0
12859,1048,1128,[],"fortunately, our server was incredibly helpful",0
12860,1048,1128,"[('salami  ', 11, 19)]",lengua and salami  started off with this,1
12861,1048,1128,[],salami was ok but the lengua had awesome texture and flavor brussels sprouts  it was cooked with a nice crisp while still tasting fresh,0
12862,1048,1128,"[('bone marrow  ', 11, 24)]",recommend! bone marrow  was a bit too rich and fatty for me,1
12863,1048,1128,[],"appearance wise, it does not look too appetizing",0
12864,1048,1128,"[('bread', 18, 23)]",spread it on your bread and you are good to go,1
12865,1048,1128,"[('grilled broccoli', 0, 16)]",grilled broccoli  this is incredibly popular here but i just found it okay,1
12866,1048,1128,"[('broccoli', 64, 72)]",i think the sauce was too rich and changed the textureflavor of broccoli too much,1
12867,1048,1128,"[('pork belly', 0, 10)]",pork belly  fatty goodness with a sweetsugary sauce,1
12868,1048,1128,"[('cavatelli  ', 11, 22)]","recommend! cavatelli  skip it, was not a fan",1
12869,1048,1128,"[('octopus', 0, 7), ('pasta', 17, 22)]",octopus flavored pasta did not really do it for me,2
12870,1048,1128,[],octopus a la plancha  flavor good,0
12871,1048,1128,[],texture  meh,0
12872,1048,1128,[],ocotpus tasted a bit overcooked and had a dry texture to it,0
12873,1048,1128,"[('creme brle  ', 0, 12)]",creme brle  i love me some pomegranate,1
12874,1048,1128,"[('chocolate', 23, 32)]",combine that with dark chocolate and you have an interesting take on this classic dessert,1
12875,1048,1128,[],bootsy collins  fruity gin drink,0
12876,1048,1128,[],recommend if you like gin!,0
13317,1089,1128,[],absolutely outstanding food here,0
13318,1089,1128,"[('salt  roasted beets', 4, 23)]",the salt  roasted beets is a perfect starter,1
13319,1089,1128,"[('whipped goat cheese', 5, 24), ('butter', 50, 56)]",with whipped goat cheese and an amazing pistachio butter you will get an array of awesome flavors and textures,2
13320,1089,1128,"[('chicken', 4, 11)]",the chicken kebabs are unique,1
13321,1089,1128,[],they use thigh meat instead of breast meat,0
13322,1089,1128,"[('fried smashed potatoes', 4, 26)]",the fried smashed potatoes and tzatziki that come with it perfectly rounds out the dish,1
13323,1089,1128,"[('green garlic', 46, 58)]",we finished with the housemade meatballs with green garlic and toasted brioch,1
13324,1089,1128,[],lots and lots of flavor here,0
13325,1089,1128,[],the meatballs were perfectly cooked,0
13326,1089,1128,[],nice beer and wine list,0
13327,1089,1128,[],service was great,0
13328,1089,1128,[],,0
13569,1107,1128,[],my friend and i arrived at pm on a friday and were seated immediately at a communal table,0
13570,1107,1128,[],the entrance is confusing because you go through a door and then through another door,0
13571,1107,1128,[],it is almost like you went in the back way,0
13572,1107,1128,[],it is more of a family style restaurant,0
13573,1107,1128,[],"troy, our waiter, recommended  dishes between the  of us",0
13574,1107,1128,"[('polenta cake', 15, 27), ('ribeye', 48, 54), ('sicilian', 60, 68)]","we ordered the polenta cake appetizer, grouper, ribeye, and sicilian iris dessert",3
13575,1107,1128,[],grouper was cooked perfectly and the sauce had a nice mustardy tang to it,0
13576,1107,1128,[],ribeye was cooked medium rare more on the rare side and it was so soft that a knife was not necessary,0
13577,1107,1128,[],there are two types of sauces so make sure to try both,0
13578,1107,1128,"[('white sauce', 4, 15), ('rice', 24, 28)]",the white sauce had the rice which gave it nice texture when you took bites,2
13579,1107,1128,[],i thought the highlight of our meal was the dessert though,0
13580,1107,1128,"[('fried donut', 44, 55)]",sicilian iris tasted almost like a masalada fried donut that i had in hawaii,1
13581,1107,1128,[],the dessert comes hot so be careful with that first bite,0
13582,1107,1128,"[('chocolate', 26, 35), ('ricotta', 40, 47)]",it was a delicious mix of chocolate and ricotta on the inside,2
13583,1107,1128,[],highly recommend! you have got to try this one,0
13584,1107,1128,[],it is a generous size so i would recommend to share,0
13585,1107,1128,[],"after dessert, we were stuffed",0
13586,1107,1128,[],we could have gone without either the appetizer or dessert and have been perfectly content,0
13587,1107,1128,[],troy was so helpful providing us excellent recommendations for appetizer and dessert,0
13588,1107,1128,[],,0
13962,1142,1128,[],absolutely outstanding food here,0
13963,1142,1128,"[('saltroasted beets', 4, 21)]",the saltroasted beets is a perfect starter,1
13964,1142,1128,"[('whipped goat cheese', 5, 24), ('butter', 50, 56)]",with whipped goat cheese and an amazing pistachio butter you will get an array of awesome flavors and textures,2
13965,1142,1128,"[('chicken', 4, 11)]",the chicken kebabs are unique,1
13966,1142,1128,[],they use thigh meat instead of breast meat,0
13967,1142,1128,"[('fried smashed potatoes', 4, 26)]",the fried smashed potatoes and tzatziki that come with it perfectly rounds out the dish,1
13968,1142,1128,"[('green garlic', 46, 58)]",we finished with the housemade meatballs with green garlic and toasted brioch,1
13969,1142,1128,[],lots and lots of flavor here,0
13970,1142,1128,[],the meatballs were perfectly cooked,0
13971,1142,1128,[],nice beer and wine list,0
13972,1142,1128,[],service was great,0
13973,1142,1128,[],,0
14187,1160,1128,[],"what a tasty gem hidden in the middle of the touristy black hole that is michigan avenue! a for service, ambience, and food! long time chicagoan but first time at the purple pig",0
14188,1160,1128,[],got there at pm after work and were promptly seated on the patio,0
14189,1160,1128,"[('saltroasted beets', 0, 17), ('whipped goat cheese', 23, 42), ('pistachio butter', 45, 61)]",saltroasted beets with whipped goat cheese & pistachio butter were phenomenal,3
14190,1160,1128,"[('whipped goat cheese', 39, 58)]",portion is perfect for sharing and the whipped goat cheese was plentiful,1
14191,1160,1128,"[('beets', 77, 82)]",just enough pistachio butter to add some weight to the airy cheese and tangy beets,1
14192,1160,1128,"[(' ', 23, 24), ('atop', 31, 35), ('cream', 54, 59)]",chorizo stuffed olives  olives atop some sour of sour cream,3
14193,1160,1128,[],nothing crazy here but if you enjoy olives worth the tasting,0
14194,1160,1128,[],chorizo is a teaspoons worth and breading very light,0
14195,1160,1128,"[('pork blade steak', 0, 16), (""'nduja"", 22, 28), ('pork steak', 93, 103), ('arugula salad', 140, 153), ('ndula sausage', 167, 180)]","pork blade steak with 'nduja & honey  my favorite dish of the meal! tender, perfectly cooked pork steak seasoned well and accompanied by an arugula salad and smear of ndula sausage",5
14196,1160,1128,[],very filling and perfect for  to share,0
14197,1160,1128,[],we originally ordered another main but were informed after waiting a bit that the chef was unhappy with the result,0
14198,1160,1128,"[('smoked pork leg steak', 75, 96), ('charred cabbage', 110, 125), ('sherry membrillo', 127, 143), ('pork marrow', 146, 157), ('pork leg', 209, 217)]","we were comped any other dish on the house! we went with the chamomile tea smoked pork leg steak for two with charred cabbage, sherry membrillo & pork marrow custard fabulous presentation of two great cuts of pork leg",5
14199,1160,1128,"[('pork', 100, 104)]",the chamomile lent itself to the meat in a really interesting way in that it made the flavor of the pork stand out more,1
14200,1160,1128,"[('charred cabbage', 4, 19), ('salad', 61, 66)]",the charred cabbage was delicious i could have eaten it in a salad,2
14201,1160,1128,"[('pork', 88, 92)]","the sherry membrillo is a guava reduction and was tangysweet, a great compliment to the pork",1
14202,1160,1128,"[('bone marrow', 4, 15)]",the bone marrow custard came served in a bone cavity,1
14203,1160,1128,"[('meat', 37, 41)]",this was good for spreading onto the meat and gave the leanness some weight,1
14204,1160,1128,"[('caramel poached', 0, 15)]",caramel poached pears,1
14205,1160,1128,"[('almond genoa bread', 0, 18), ('pear ice cream', 20, 34), ('chocolate', 37, 46)]","almond genoa bread, pear ice cream & chocolate veil absolutely stunning presentation and flavors",3
14206,1160,1128,"[('bread', 4, 9), ('almond', 16, 22)]",the bread is an almond confection so moist and buttery,2
14207,1160,1128,[],"this is dolloped with a fair share of tangy, truetolife tasting pear ice cream and fanned with  succulent brandypoached pear slices under a blanket of smooth chocolate",0
14208,1160,1128,"[('wine', 61, 65)]",we will definitely be back for a cheesemeat platter and some wine!,1
14803,1217,1128,[],the purple pig is a must if you are in chicago,0
14804,1217,1128,[],i went with a friend and we took full advantage of the small plates concept by ordering a variety of dishes to compose our meal,0
14805,1217,1128,[],at pm on a friday it was quite crowded already,0
14806,1217,1128,[],"there were open seats at large, shared tables but we opted for some seats at the bar",0
14807,1217,1128,[],we ended up getting dinner and a show because we were able to watch the kitchen staff prep the amazing dishes with skilled precision,0
14808,1217,1128,"[('potato croquets', 15, 30), ('truffle', 58, 65)]",we ordered the potato croquets which included chorizo and truffle along with some killer sauces,2
14809,1217,1128,[],the dish was rich but had the perfect amount of acidity to cut through the fat,0
14810,1217,1128,[],the size of the plate three croquets to an order also kept us from getting palate fatigue from the richness,0
14811,1217,1128,[],next we order the hummus dish,0
14812,1217,1128,"[('soft boiled egg', 115, 130)]","this dish was surprising as along with the hummus that included whole chickpeas for texture, there was a perfectly soft boiled egg to add another layer of flavor",1
14813,1217,1128,"[('pita', 36, 40)]",the hummus came with four pieces of pita for a perfect sharing ratio,1
14814,1217,1128,"[('ricotta gnocchi', 44, 59)]",our second round of dishes started with the ricotta gnocchi,1
14815,1217,1128,"[('neck bone gravy', 35, 50)]",it was served with what was called neck bone gravy,1
14816,1217,1128,"[('neck bone gravy', 20, 35)]",i have no idea what neck bone gravy is except that i like it,1
14817,1217,1128,"[('braised meat', 25, 37), ('broken', 58, 64), ('sauce', 101, 106)]",it included some type of braised meat that seemed to have broken down so much it became one with the sauce utterly delicious,3
14818,1217,1128,"[('ricotta gnocchi', 14, 29)]",it topped the ricotta gnocchi which were the absolutely perfect velvety texture,1
14819,1217,1128,"[('fried brussel sprouts', 30, 51)]",our final savory dish was the fried brussel sprouts,1
14820,1217,1128,[],this sprouts were out of this world,0
14821,1217,1128,[],"they were the perfectly fried texture, fatty but not greasy, and to cut through the fat was a bright vinaigrette of some kind that made the dish",0
14822,1217,1128,[],then it was time for dessert,0
14823,1217,1128,"[('chocolate blackout cake', 76, 99), ('panna cotta', 104, 115)]","after downing some excellent quality espresso, we settled in for a piece of chocolate blackout cake and panna cotta",2
14824,1217,1128,"[('panna cotta', 4, 15), ('caramel', 51, 58)]","the panna cotta had a smooth, creamy texture and a caramel flavor along with mango sorbet, fresh mango, and a sugary brittle for an added crunch",2
14825,1217,1128,"[('chocolate blackout cake', 4, 27), ('fruit', 93, 98), ('chocolate', 122, 131)]",the chocolate blackout cake was incredibly rich but it was also paired with a bright passion fruit pure that balanced the chocolate flavor nicely,3
14826,1217,1128,[],"overall, this was an incredible meal",0
14827,1217,1128,[],so glad that i was able experience it!,0
14942,1230,1128,[],this experience was better than the first,0
14943,1230,1128,"[('bone broth last', 27, 42)]","i was not a big fan of the bone broth last time i came,although it was very popular",1
14944,1230,1128,[],,0
14945,1230,1128,[],,0
14946,1230,1128,[],lots of people were ordering it,0
14947,1230,1128,"[('whipped feta cheese', 4, 23)]",the whipped feta cheese was so delicious,1
14948,1230,1128,"[('pickled banana peppers', 98, 120)]","there was a hint of acidityvinegar? in the whipped feta that was refreshing, well accented by the pickled banana peppers",1
14949,1230,1128,[],"who would have thought that a barbecueketchup type sauce would complement it so well? it was so good, i ate the whole thingnot my plan",0
14950,1230,1128,"[('roasted cauliflower', 4, 23)]",the roasted cauliflower was very good,1
14951,1230,1128,[],the citrus really brightened the dish,0
14952,1230,1128,"[('saucered peppers', 51, 67), ('tomatoes', 69, 77), ('hazelnut', 82, 90)]","the scallops were quite good served with a romesco saucered peppers, tomatoes and hazelnut and creamy polenta",3
14953,1230,1128,"[('pig ear', 4, 11), ('crisp', 44, 49), ('potato chips', 66, 78), ('fried kale', 114, 124)]","the pig ear was very interesting, salty and crisp, like a bowl of potato chips with a sunny side up egg on top of fried kale and onions",4
14954,1230,1128,[],"atmosphere is professional yet relaxed, high energy",0
14955,1230,1128,[],i have had some great conversations at the bar while in chicago for business,0
14956,1230,1128,[],it is always seems to be busy but i have never had to wait long if at all,0
14957,1230,1128,[],tapas that is a cut above,0
14958,1230,1128,[],staff was friendly and helpful,0
14959,1230,1128,[],highly recommend whipped feta,0
15000,1236,1128,[],i went to purple pig for my second time with a friend visiting from nashville,0
15001,1236,1128,[],i have taken  friends out of state here and both have loved it,0
15002,1236,1128,[],this place does not take reservations so come prepared for that,0
15003,1236,1128,[],we came were here while it was cold and were quoted a  minute wait and stood by their outdoor heaters to wait,0
15004,1236,1128,[],the wait was definitely less than  minutes as we told the hostess it did not matter if we were seated out side or inside,0
15005,1236,1128,"[('vinho verde', 247, 258), ('colombian old fashioned', 292, 315)]","outside is covered and heated as well!  the prices are up there but the food and taste explosions are well worth it! this a communal sitting type place, its loud and fun and you get to meet new people while trying amazing food! i started with the vinho verde ros and my friend started with a colombian old fashioned",2
15006,1236,1128,[],we were here for some late dinner tapas,0
15007,1236,1128,"[('spare ribs', 11, 21)]","we had the spare ribs, morcillalobster and cottonwood cheddar cheese",1
15008,1236,1128,[],"our server, mauro b",0
15009,1236,1128,"[('& colombian', 14, 25), ('colombian', 36, 45)]",", was awesome & colombian which two colombian girls really appreciated  he had alot of knowledge on the plates and gave us great recommendations, not only on what to eat but where to go for a drink afterwards",2
15010,1236,1128,[],my friend wan't very fond of her colombian old fashioned just not her style of drinking and mauro took that off the bill at the end of the night! thank you for all your help mauro! i will more than likely make my way back in the summertime!,0
15185,1249,1129,"[('brisket platter', 69, 84), ('cole slaw', 86, 95), ('corn bread', 100, 110)]","five stars for the taste of everything i ordered which was basically brisket platter, cole slaw and corn bread and fountain drink iced tea",3
15186,1249,1129,"[('meat', 40, 44)]","you do not even need a knife to eat the meat, it is that tender",1
15187,1249,1129,[],delish!! i thought i would take some home but ate every delicious bite,0
15188,1249,1129,"[('slaw', 79, 83), ('slaw', 155, 159)]","i am not a regular meat eater so this was a treatsin and i would say worth it! slaw could have used a tad more umph, though nice to not have mayo drenched slaw but maybe a bit more seasoning just the same",2
15189,1249,1129,"[('sauces', 50, 56), ('brisket', 98, 105)]",cornbread was still warm and pretty moist and the sauces were both good that they provide for the brisket,2
15190,1249,1129,[],i took off a star for the person seating and the person at the register,0
15191,1249,1129,[],"we got seated under the menu butted up against the wall where everyone would be staring at us to read the menu in a semi empty restaurant, there were better tables for us",0
15192,1249,1129,[],"plus the counter person did not engage enough to explain anything, ask any questions or inform that there are default sauces and if you want spicy you can ask",0
15193,1249,1129,[],also i wish they did not have so much single use plastic in there,0
15194,1249,1129,"[('sauces', 4, 10), ('plastic', 38, 45), ('plastic', 75, 82), ('perhaps', 93, 100)]","the sauces are in plastic containers, plastic straws are still being used, plastic lids too, perhaps for the dining in they can put sauce in paper cups and get paper and wax straws",4
15195,1249,1129,[],,0
15196,1249,1129,[],,0
15197,1249,1129,[],then i bump to five stars,0
15198,1249,1129,[],"the person who gave us the stinky table did ask us if we were enjoying our meal and i did say yes, except the table! he apologized",0
15199,1249,1129,[],,0
15200,1249,1129,[],next time we just speak up,0
15201,1249,1129,[],"i did not speak up this time as i was taking in the menu, surroundings and getting my bearings",0
15202,1249,1129,"[('brisket', 144, 151)]",i thought the price was reasonable for the very high quality of the food and look forward to going back next time i am indulging in eating some brisket again,1
15203,1249,1129,[],,0
15242,1256,1129,[],"if one is a customer who has never smoked meat, this restaurant is a solid stars",0
15243,1256,1129,"[('bbq', 85, 88)]","if you are someone who has smoked meat, this restaurant is a  to   star restaurant a bbq smoker aficionado will be able to smoke better food",1
15244,1256,1129,[],,0
15245,1256,1129,[],,0
15246,1256,1129,[],"but, then, it is a pain in the boongie to pack a  lb smoker in your checkedin luggage",0
15247,1256,1129,[],the restaurant is clean,0
15248,1256,1129,[],the service is polite and quick,0
15249,1256,1129,"[('pickled jalepenos', 30, 47), ('jalepenos', 78, 87)]",this is what i had for  meals pickled jalepenos scrumptious!! the heat of the jalepenos was nicely balanced by the slight sweetness,2
15250,1256,1129,[],"strange, but great flavor combination",0
15251,1256,1129,[],beans decent,0
15252,1256,1129,"[('brisket', 38, 45)]",warning taste these before eating the brisket chile,1
15253,1256,1129,"[('brisket chile', 17, 30)]","once you eat the brisket chile, you do not want to stop",1
15254,1256,1129,"[('brisket', 9, 16)]","yes, the brisket chile is to die for",1
15255,1256,1129,[],oh,0
15256,1256,1129,[],,0
15257,1256,1129,[],,0
15258,1256,1129,"[('beans', 4, 9)]",the beans,1
15259,1256,1129,[],,0
15260,1256,1129,[],,0
15261,1256,1129,"[('beans', 8, 13)]",yes the beans are good,1
15262,1256,1129,[],"but, psssssttttt",0
15263,1256,1129,[],,0
15264,1256,1129,[],,0
15265,1256,1129,"[('brisket', 4, 11), ('brisket', 30, 37), ('bbq', 63, 66)]",the brisket chile is better!! brisket chile you will thank the bbq gods for this side dish,3
15266,1256,1129,"[('coleslaw', 0, 8), ('kstlich', 60, 67)]","coleslaw refreshing, yummy, delicioso, delizioso, dlicieux, kstlich, , oishƒ",2
15267,1256,1129,[],,0
15268,1256,1129,[],you get the picture,0
15269,1256,1129,"[('coleslaw', 37, 45)]","this is a fantastic vinegary, nomayo coleslaw",1
15270,1256,1129,"[('cabbage', 8, 15)]",made of cabbage & radish,1
15271,1256,1129,"[('pulled pork', 0, 11)]",pulled pork delicious and moist,1
15272,1256,1129,"[('bbq', 12, 15), ('pork', 48, 52)]","unlike most bbq places, they actually serve you pork with the smoke ring",2
15273,1256,1129,"[('bbq', 5, 8), ('meat', 87, 91)]","most bbq places we have been to most of them highlyrated in yelp, do not serve you any meat with the smoke ring",2
15274,1256,1129,"[('meat', 34, 38)]",the smoke ring is a sign that the meat has been smoked properly,1
15275,1256,1129,"[('bbq', 11, 14), ('pulled pork', 42, 53)]","also, most bbq places do not inject their pulled pork",2
15276,1256,1129,"[('bbq', 11, 14), ('pulled pork', 45, 56), ('pulled pork', 102, 113), ('pulled pork', 141, 152), ('pork', 195, 199)]","so, if the bbq restaurant is not smoking the pulled pork for  hours, do not add additional rub to the pulled pork, andor do not inject their pulled pork with marinade, you will end up with bland pork",5
15277,1256,1129,"[('smoked pork', 25, 36)]",my husband & i have just smoked pork during july th,1
15278,1256,1129,[],,0
15279,1256,1129,[],,0
15280,1256,1129,"[('bbq', 26, 29)]",we will eventually become bbq smoking ninjas,1
15281,1256,1129,"[('cornbread', 0, 9)]",cornbread basic,1
15282,1256,1129,"[('sigh brisket', 0, 12)]",sigh brisket boring,1
15283,1256,1129,[],it was a bit dry,0
15284,1256,1129,[],"according to their website, the deep, rich smoke flavor is complemented by a layer spice rub",0
15285,1256,1129,"[('brisket', 83, 90)]","sorry, but, there was absolutely no spice rub or smoke flavor in the  lb to  lb of brisket that i had",1
15286,1256,1129,"[('bbq', 58, 61), ('brisket', 83, 90)]","luckily, i was able to use the carolina and spicy memphis bbq sauces to flavor the brisket",2
15287,1256,1129,"[('pulled pork', 6, 17)]",great pulled pork and surprisingly wonderful side dishes,1
15288,1256,1129,[],there is something for everyone at this restaurant,0
15289,1256,1129,[],,0
15300,1258,1129,"[('bbq', 6, 9)]",solid bbq for the midwest,1
15301,1258,1129,"[('directs', 63, 70)]",you order your food first and then one of the smoque employees directs your group to a seating area,1
15302,1258,1129,[],"the place was busy but the wait was not too bad, maybe  minutes this was  pm on a weeknight",0
15303,1258,1129,[],my group of  decided to share a bunch of stuff,0
15304,1258,1129,"[('sliced brisket', 6, 20), ('full slab', 22, 31), ('baby back ribs', 35, 49), ('large bbq beans', 51, 66), ('large mac & cheese', 68, 86), ('fries', 104, 109)]","lb of sliced brisket, full slab of baby back ribs, large bbq beans, large mac & cheese, large fresh cut fries, and  cornbreads",6
15305,1258,1129,"[('sliced brisket', 9, 23), ('extra calories', 86, 100)]","we chose sliced brisket over chopped for its higher fat content, definitely worth the extra calories",2
15306,1258,1129,[],"included with the order were  types of sauce memphis style, spicy memphis style, carolina style",0
15307,1258,1129,[],"the spicy memphis was my favorite  i dipped everything in it! while the four of us were able to finish everything, we were absolutely stuffed",0
15308,1258,1129,"[('brisket', 67, 74)]",we probably should have gotten one less side and stuck with  lb of brisket,1
15309,1258,1129,"[('brisket', 14, 21)]",i thought the brisket was the star of the show,1
15310,1258,1129,[],it was super tender and juicy and tasted amazing with any of the sauces,0
15311,1258,1129,"[('ribs', 0, 4)]","ribs were good, nice and smokey",1
15312,1258,1129,"[('beans', 43, 48), ('fries', 53, 58)]","out of all the sides we got, i enjoyed the beans and fries the most",2
15313,1258,1129,[],"i am not usually a beans type of person, but the smoque version was bursting with flavor",0
15314,1258,1129,"[('fries', 4, 9), ('bbq', 56, 59)]",the fries were hot and fresh and tasted great dipped in bbq sauce,2
15315,1258,1129,"[('cornbread', 73, 82)]",cornbread was decent although i could not tell you what constitutes good cornbread i might have been too full to appreciate it,1
15316,1258,1129,"[('mac & cheese', 35, 47)]",the biggest disappointment was the mac & cheese,1
15317,1258,1129,[],"the large we got was simply two of their preportioned containers, which are pretty small",0
15318,1258,1129,[],honestly it tasted pretty bland and the texture was not creamy or cheesy whatsoever,0
15319,1258,1129,[],would skip next time,0
15320,1258,1129,"[('meat', 40, 44)]","overall, i would come back here for the meat, though i am not too excited about those sides",1
15321,1258,1129,[],,0
15409,1270,1129,"[('brisket platter', 69, 84), ('cole slaw', 86, 95), ('corn bread', 100, 110)]","five stars for the taste of everything i ordered which was basically brisket platter, cole slaw and corn bread and fountain drink iced tea",3
15410,1270,1129,"[('meat', 40, 44)]","you do not even need a knife to eat the meat, it is that tender",1
15411,1270,1129,[],delish!! i thought i would take some home but ate every delicious bite,0
15412,1270,1129,"[('slaw', 79, 83), ('slaw', 155, 159)]","i am not a regular meat eater so this was a treatsin and i would say worth it! slaw could have used a tad more umph, though nice to not have mayo drenched slaw but maybe a bit more seasoning just the same",2
15413,1270,1129,"[('sauces', 50, 56), ('brisket', 98, 105)]",cornbread was still warm and pretty moist and the sauces were both good that they provide for the brisket,2
15414,1270,1129,[],i took off a star for the person seating and the person at the register,0
15415,1270,1129,[],"we got seated under the menu butted up against the wall where everyone would be staring at us to read the menu in a semi empty restaurant, there were better tables for us",0
15416,1270,1129,[],"plus the counter person did not engage enough to explain anything, ask any questions or inform that there are default sauces and if you want spicy you can ask",0
15417,1270,1129,[],also i wish they did not have so much single use plastic in there,0
