review_id,text,entities
,"i have now been to local for all meals. brunch, lunch, happy hour and dinner and i must say the food is pretty good. their happy hour is the best. you can get fresh taylor shellfish farm oysters for a dollar each during their happy hour. they also have a pretty good burger and great fries to go along with it. the fried gizzard are a must as well, super crispy and full of flavor. for dinner all of their beef preperations are near perfect. the rib eye with marrow butter is excellent. i seriously wish i could have a tub of that marrow butter. ughhhh soo good also if you see the crispy lamb breast you must get it my friend ordered the lamb and it was literally one of the most amazing lamb preperations i've had in awhile. juicy, crispy and super flavorful. i am definitely getting that next time i go. the fried chicken is okay.it is al little dry and i feel like the skin just is not crispy enough. i also feel like the lamb neck poutine has a very strange after taste, also a little too soggy for me. the ambiance is warm and cozy with soft lighting and candles everywhere. service is here is a hit or miss, sometimes when it is really busy it is not as good. i like the concept that everything is locally sourced miles from and around seattle. really great ingredients. good place for any meal.","[(165, 194, 'FOOD'), (315, 328, 'FOOD'), (446, 453, 'FOOD'), (459, 472, 'FOOD'), (531, 544, 'FOOD'), (582, 600, 'FOOD'), (639, 643, 'FOOD'), (689, 693, 'FOOD'), (811, 824, 'FOOD'), (926, 930, 'FOOD'), (936, 943, 'FOOD')]"
,"first of all, lemme state that i do not live in the inner sunset neighborhood with convenience of arrival. it is a mile round trip. so my expectations were high. expectations were further amplified by pbs's check please recommendation as well as another foodie buddy. i must say i liked the caramelized sweetspicy sauce plus the nice surface crunch of their famous dry fried chicken wings. the meat inside though can be a bit tough, compared to the sublime powdered honey butter korean fried chicken at vons in the south bay. overall, the taste of sweetness dominates. and if you also order their dry black bean sauce noodle with seafood, the sweetness of these dishes combined become sorta overwhelming. dry fried chicken sauteed string beans shrimp and leek dumplings . stars dry black bean noodles","[(291, 319, 'FOOD'), (365, 388, 'FOOD'), (466, 499, 'FOOD'), (597, 624, 'FOOD'), (630, 637, 'FOOD'), (705, 722, 'FOOD'), (723, 743, 'FOOD'), (744, 769, 'FOOD'), (778, 800, 'FOOD')]"
301,the four star review is really just for the original dry fried chicken wings since this is the most popular menu item here and you can see that every table got or orders. the restaurant is packed during lunch and dinner hours so there is always a wait time so i usually order foods togo. i do not find other entrees exceptional besides the dry fried wings . some entrees are very good and some are just average dishes so really depends on what i ordered here. i wish the quality could be more consistent across the menu. expect wait time if you come here.,"[(53, 76, 'FOOD'), (340, 355, 'FOOD')]"
,"my girlfriend and i shared lb. of sliced brisket, rack of st. louis ribs, the texas sausage , fries, mac & cheese and cole slaw. all of the meats had great flavor. the mac & cheese was great, as well. the fries were fine. the cole slaw was pretty mediocre but it is just cole slaw so it does not really matter. staff was friendly. came out to about for all the food and drinks which is about par for the course when it comes to quality bbq. they do not serve alcohol, by the way. would definitely come back next time i am in chicago.","[(34, 48, 'FOOD'), (58, 72, 'FOOD'), (78, 91, 'FOOD'), (94, 99, 'FOOD'), (101, 113, 'FOOD'), (118, 127, 'FOOD'), (140, 145, 'FOOD'), (168, 180, 'FOOD'), (205, 210, 'FOOD'), (226, 235, 'FOOD'), (271, 280, 'FOOD'), (436, 439, 'FOOD')]"
290,so freaking good. get the dry fried chicken pieces and the green beans! do not waste any money or space in your stomach on anything else the shrimp and leek dumplings were a waste imo . there will be a line but seriously if you are in sf this is a must so go and thank me later.,"[(26, 50, 'FOOD'), (59, 70, 'FOOD'), (141, 166, 'FOOD')]"
,"lobster roll i thought the serving size was pretty big. i got it delivered and had to eat it in two sittings. it was mainly claw meat. was pretty good, not over the top extraordinary or anything. but the serving size was substantial.clam chowder get this. i like this way more than the lobster roll. salt & vinegar cape cod chips do not get this. way too much vinegar. if you like drinking vinegar straight, you might like this.blueberry sodado not get this. tastes like nothing. it is basically water with a sprinkle of sugar and some bluish color. just get regular water.","[(0, 12, 'FOOD'), (124, 133, 'FOOD'), (233, 245, 'FOOD'), (286, 298, 'FOOD'), (300, 329, 'FOOD'), (428, 442, 'FOOD')]"
,"toulouse petit gets stars for their happy hour food selection alone, in my book they had a ton - maybe -ish.coulda been , i'm horrible at estimating - of small dishes under , which makes it really easy to order a several things to split.the best way to eat at a restaurant.again with the in-my-book comment. we had the spicy lamb sliders and the asparagus with bernaise, and both dishes were addictively awesome. normally, i am one to pay attention to the drink specials as well, but i just ordered my favorite varietal because i was with my mom, and quality not quantity was the name of the game that evening.if you know what i mean. the wine was delicious though we finished-up with an order of the flourless chocolate torte, and all i can say about that is mmmmmmmmmm.bugahhhhhh. kinda wish i did not know about it is awesomeness, being that i live within walking distance of the restaurant. other plusses ambiance awesome. trillions again with the estimating comment of candles all over the restaurant, with sort of a modern-new orleans feel to it.although i've never been to new orleans, so who i am to say sit-down restaurant in lower queen anne that opens before pm. sometimes you do not eat lunch and need quality food in the middle of the afternoon. close to the multitudes of bus lines.and my house. try it out **okay, one minus i wish they had a website. who does not have a website i cannot forward the link to anyone to tell them i need to bring them there.","[(319, 337, 'FOOD'), (346, 369, 'FOOD'), (511, 519, 'FOOD'), (639, 643, 'FOOD'), (701, 726, 'FOOD')]"
2729,"ordered the meat combo, nothing special other then the hype of tourist visit and of course i'm one of them. order the ruben at least the sauerkraut can help the dryness of the meat. drench my meat with mustard to help the meat moisture . also do not loose your ticket if you loose it even if you want to go in for a visit.","[(12, 22, 'FOOD'), (118, 123, 'FOOD'), (137, 147, 'FOOD'), (176, 180, 'FOOD'), (192, 196, 'FOOD'), (222, 226, 'FOOD')]"
294,"i'm not sure if it was because i gave into the massive amount of hype san tungs had, but after finishing my meal i was a bit disappointed in the quality and taste of food they offered at dinner. despite there being people ahead of us when we arrived, the wait went by very fast which was a plus. but take note you only get one chance to be seated once if your name gets called off the wait list, they do not mess around with seating you quickly. so if you do not hear your name called, you are out of luck. we ordered their famous chicken, but we asked for it diced instead of on the bone disappointing. to me the chicken tasted like a less syrupy version of panda express orange chicken , we also ordered a peanut sauce noodle which was amazing, the sauce was rich and well seasoned and the noodles were perfectly cooked in my opinion , we also ordered their green beans which was also decent. it was not as seasoned or oily as other chinese green beans i've eaten, which was a good thing we also got shrimp and leek dumplings the cooks forgot about our dumplings and we did not receive them until after they gave us our bill to leave we had to remind them we ordered it and when we finally did get them, they were tough, over done, and i feel they had too much leek which over powered the rest of the flavor of the dumplings overall san tungs was an okay dining experience. i would not go out of my way to eat here again.","[(531, 538, 'FOOD'), (614, 621, 'FOOD'), (673, 687, 'FOOD'), (680, 687, 'FOOD'), (708, 727, 'FOOD'), (792, 799, 'FOOD'), (860, 871, 'FOOD'), (943, 954, 'FOOD'), (1002, 1027, 'FOOD'), (1055, 1064, 'FOOD'), (1263, 1267, 'FOOD'), (1317, 1326, 'FOOD')]"
,the fact that i have lived in chicago for almost years now and have not been to the purple pig is unfortunate. i went here for for a work dinner with three others. we tried different plates! every single dish was incredible and had such a savory taste to each dish. must get the duck & the crispy pigs ears !,"[(279, 283, 'FOOD'), (290, 306, 'FOOD')]"
306,"i finally got to try this place after a couple of failed attempts. i came here twice before but they were closed. when i arrived, there was about an hour long wait and i was not about to wait that long, so i just ordered for take out. black bean noodles actually tasted like the korean chinese version. of all the places that i've tried in la, it was probably the best that i've tried so far. original dry chicken wings had a good balance of savory and sweet so it was pretty dang delicious. i can see why everyone who comes here orders this. i do not know why it says dry because it is not dry . it is a bit saucy.","[(235, 253, 'FOOD'), (402, 419, 'FOOD')]"
,"the best traditional steak house in seattle. i use that word because of the familiar menu offerings, old-school decor and vibe, and uniformed waitstaff. for steak overall i still prefer bateau, but this is a great spot. i sampled the crab cakes, prime rib , and brussel sprouts. the crab cakes were phenomenal and had different types of crab inside. the prime rib was good, but was surprisingly overshadowed by the roasted root vegetable sides sweet potato, carrot, parsnip that came with it. i was underwhelmed by the brussels after failing to convince my dining companion to get the creamed spinach. the desserts looked delicious, but massive. we saw a slice of the carrot cake that looked like a day's worth of food. may return just to try the cake.","[(21, 26, 'FOOD'), (157, 162, 'FOOD'), (234, 238, 'FOOD'), (234, 244, 'FOOD'), (246, 255, 'FOOD'), (262, 277, 'FOOD'), (283, 287, 'FOOD'), (337, 341, 'FOOD'), (354, 363, 'FOOD'), (415, 437, 'FOOD'), (444, 456, 'FOOD'), (458, 464, 'FOOD'), (466, 473, 'FOOD'), (519, 527, 'FOOD'), (585, 600, 'FOOD'), (668, 674, 'FOOD'), (668, 679, 'FOOD'), (747, 751, 'FOOD')]"
282,"best chinese food in norcal, maybe anywhere. the home made kim chee is the best, then have shrimp and leek dumplings , pork dumplings , or pot stickers. you have never had better. they are home made fillings and noodles. be careful, you have them once and you will have to have them at least once a week! every dish is so flavorful and distinctly different. the yellow curries are awesome. kung pao is amazing. try the black bean homemade noodles or any noodles. chicken wings, garlic chicken, mao pao, dry fried string beans, mu shu, and everything is so special. very crowded for obvious reasons. sometimes the line is down the street. dress warm and bring a beverage to drink while waiting for a table on a friday or saturday night. you will never eat chinese food in san francisco anywhere else again. it is that good!!!! try san tung next door also. that is how good this food is, that they are able to have a second one next door. are you getting it! thank you to the chu family for making eating a heavenly experience! did i mention the sauces are the best in the world! mike mcnair","[(59, 67, 'FOOD'), (91, 116, 'FOOD'), (119, 133, 'FOOD'), (139, 151, 'FOOD'), (212, 219, 'FOOD'), (362, 376, 'FOOD'), (390, 398, 'FOOD'), (419, 446, 'FOOD'), (439, 446, 'FOOD'), (454, 461, 'FOOD'), (463, 476, 'FOOD'), (478, 492, 'FOOD'), (494, 501, 'FOOD'), (503, 525, 'FOOD'), (527, 533, 'FOOD')]"
305,"i've been to san tung a few times and taken it togo countless of other times. the wait is usually pretty long for the weekend. i would say anywhere between an hour to two. if you go about min prior to when they open for dinner you will be able to be seated right away. i saw a large group walk in at opening saying they had reservations but i'm guessing they only take reservations for large parties. recently we ordered the original dry fried chicken , the pork and leek dumplings, the hot and sour soup, the garlic green beans, and the black bean sauce noodles. the original dry fried chicken is great because it has a bit of spice yet a bit of sweetness to it. i would not call it dry exactly though since there is sauce but it is more of a sticky sauce rather than something like buffalo wings . the pork and leek dumplings were not so impressive to me since i felt they were bland and super salty on the inside. i enjoyed the black bean sauce noodles and the garlic green beans. though i did like the hot and sour soup i did notice it tasted very spicy due to a peppery taste it was as if they used a lot of the grey pepper you see in asian restaurants so if you are not into that and a kick of spice then this dish might not be for your. portions are fair for the cost. service can be so so as you would have to wave down the waiters from time to time and maybe multiple times before they catch your attention. i would come back but if the wait is too long i would rather usually just take it to go or door dash it.","[(434, 451, 'FOOD'), (458, 481, 'FOOD'), (487, 504, 'FOOD'), (510, 528, 'FOOD'), (538, 562, 'FOOD'), (577, 594, 'FOOD'), (784, 797, 'FOOD'), (804, 827, 'FOOD'), (931, 955, 'FOOD'), (964, 982, 'FOOD'), (1006, 1023, 'FOOD')]"
,"this is probably my favorite ramen place in town! we got two char siu pork buns and mega paitan ramen best seller! . the pork bun was amazing. i would say it is one of my favorite dishes. highly recommended. the ramen was also really good, huge portion with rich soup!!!!!! great service too.","[(29, 34, 'FOOD'), (61, 79, 'FOOD'), (84, 101, 'FOOD'), (96, 101, 'FOOD'), (212, 217, 'FOOD'), (258, 267, 'FOOD')]"
,"ordered chowder sampler, but as they put bacon in new england clam chowder had to limit only to seafood - base chowder seafood brisque and manhattan chowder . seafood brisque was creamy and yummy. but tomato-heavy manhattan chowder was off the mark, and had chewy clams . also ordered fried oyster poboy. the quantity of poboy for inches and quality was not good. i think this chowder place is good only for their namesake dish chowder . you get better and bigger sandwiches elsewhere.","[(8, 15, 'FOOD'), (41, 46, 'FOOD'), (50, 74, 'FOOD'), (67, 74, 'FOOD'), (111, 118, 'FOOD'), (119, 134, 'FOOD'), (139, 156, 'FOOD'), (149, 156, 'FOOD'), (159, 174, 'FOOD'), (214, 231, 'FOOD'), (224, 231, 'FOOD'), (285, 302, 'FOOD'), (377, 384, 'FOOD'), (428, 435, 'FOOD')]"
2118,"went here on a date because my date saw it on john wick. when we got here we read up on the history of the restaurant & how it was the first fine dining establishment in america.we both extremely enjoyed the atmosphere & definitely had the best fine dining experience thanks to the helpful staff.my date ordered the signature delmonico's steak and i ordered the lamb chops. we had a started of west coast oysters then for our side orders we had mash potatoes and asparagus. i can for the first time say when i tasted the lamb chops and steak, i cried. i cried tears of joy because it was absolutely the most delicious meat to ever hit my tastebuds. however, the most surprising thing was the simple mashed potatoes and asparagus being absolutely perfected. lastly, the west coast oysters came with three different sauces to try them with and i can happily say i enjoyed every slurp.i would absolutely recommend taking anyone here to have the best full experience of fine dining.","[(338, 343, 'FOOD'), (362, 372, 'FOOD'), (394, 412, 'FOOD'), (445, 458, 'FOOD'), (463, 472, 'FOOD'), (521, 531, 'FOOD'), (536, 541, 'FOOD'), (699, 714, 'FOOD'), (719, 728, 'FOOD'), (769, 787, 'FOOD')]"
,", + reviews & . stars for fried chicken put this place on the map for my boyfriend and me. upon arriving we saw a large crowd of people waiting outside so my boyfriend dropped me off in front while he went to look for parking. your whole party needs to be here in order to be seated . the whiteboard to write your name is to your right as soon as you enter. put your name down and wait. the place is relatively small, so not much space but i did notice a small separate dining room for a larger party. it was not that long before we were seated maybe minutes i'm pretty patient so wait times do not bother me too much. we ordered orders of the original dry fried chicken not sure why it is called dry because they are the exact opposite. chicken is moist and covered in sauce. the sauce is sweet, tangy, and salty. it has some red pepper flakes in it. reminded me of panda express's orange chicken but better. plus they use drummettes & wings . this is what they are known for and my boyfriend and i were fans! soo good. szechuan roasted duck & buns one of my fave chinese wedding dishes which i had to introduce to my mexican boyfriend. he fell in love! he cleaned the bones and basically ate whole thing by himself. i personally think i've had better but i'm just glad he liked it. the dry black bean noodles were alright. definitely nothing out of this world. the texture of the mushy noodles kind of grossed me out. overall i give this place . stars rounding to . the chicken alone made up for the lack of customer service. the servers were disgruntled and some of the plates and tea cups were dirty. overall i had a great time and we took home leftovers.","[(26, 39, 'FOOD'), (653, 670, 'FOOD'), (738, 745, 'FOOD'), (883, 897, 'FOOD'), (1021, 1042, 'FOOD'), (1045, 1049, 'FOOD'), (1288, 1310, 'FOOD'), (1388, 1395, 'FOOD'), (1472, 1479, 'FOOD')]"
1398,not a fan. i have had better ribs down the street at la villa. no offense but for however long we waited it most definitely was not worth the wait or price for the ribs. meh,"[(29, 33, 'FOOD'), (164, 168, 'FOOD')]"
,oldest steakhouses in new york. great quality of steak. very flavorful. the steak was days old steak,"[(49, 54, 'FOOD'), (76, 81, 'FOOD'), (95, 100, 'FOOD')]"
2696,would never return. we are all sitting here still dumbfounded that this place is serving this quality of food. the soup tasted like a minestrone makeover mess. the quesadillas were weak. the enchiladas were so weak. the beans were awful. the guac was and so so bland. and they messed up my blended margarita. it tasted like a chemical problem.four us came in mega hungry and excited and left still hungry because we could not finish the trash that was in front of us.not worth the cost and not worth the doors being open to this place.again. never coming back. guys. beware!,"[(115, 119, 'FOOD'), (164, 175, 'FOOD'), (191, 201, 'FOOD'), (220, 225, 'FOOD'), (242, 246, 'FOOD'), (290, 307, 'FOOD')]"
,"i've been here times this summer and the food has been good every time. i've had the guacamole & chips, both types of sliders and the chicken chimichangas. the guacamole comes out fresh and delicious and the chips are nice and crispy. the sliders are little sliders that i have as a meal every time and they are perfect. the chimichangas were crisp on the outside and stuffed perfectly on the inside and topped with sour cream, guacamole and cheese. the service is always good, attentive host and waitresses and i've never had to wait for a table even when the place is packed during weekday lunch hour around pm . i have not had a problem walking the few blocks there and back on my lunch break and being back at work within an hour. the restaurant is nice inside and there is plenty of seating downstairs and upstairs and the prices are great for the area.","[(85, 94, 'FOOD'), (97, 102, 'FOOD'), (118, 125, 'FOOD'), (134, 154, 'FOOD'), (160, 169, 'FOOD'), (208, 213, 'FOOD'), (239, 246, 'FOOD'), (258, 265, 'FOOD'), (325, 337, 'FOOD'), (428, 437, 'FOOD')]"
762,"i had been looking forward to this place for sometime. unfortunately it did not live up to its hype. i ordered classic eggs benedict with a side of pancakes, juice and coffee. first let me preface that i always order eggs benedict where ever i am. because i had to make it so many times when cooking i know what it is supposed to look and taste. this one did neither. if i wanted a half of a shank of ham i would have ordered one. eggs benedict is supposed to have shaved ham or canadian bacon. the hollandaise was also lacking in that it was cold and had no taste at all. the pancakes although tasted good were soggy and cold. again very disappointing. they really need a quality person running their line and controlling what comes out of the kitchen. doubt i will ever return but luckily chicago has a lot of other choices","[(111, 132, 'FOOD'), (148, 156, 'FOOD'), (158, 163, 'FOOD'), (168, 174, 'FOOD'), (217, 230, 'FOOD'), (401, 404, 'FOOD'), (431, 444, 'FOOD'), (465, 475, 'FOOD'), (472, 475, 'FOOD'), (479, 493, 'FOOD'), (499, 510, 'FOOD'), (577, 585, 'FOOD')]"
2893,"ramen was ok, but their horrible service made me speechless.first, i ordered the extra spicy miso paitan and thought it might be too spicy for me. so i asked for a small plate politely and took some spices and a little portion of the scallions out onto the plate. this waitress stood next to me and meanly angrily accused me that if i did not want scallions, i should have told them earlier. she even said it twice loudly. so rude. i was embarrassed but shook because i like to eat scallions but they put too much in my bowl covering the noodles and broth so i wanted to take some out. plus i just did not want my ramen to be too spicy so i had to took some spices out too is that something unreasonable to do that you had to act like that it is entirely my freedom to do whatever i want with my ramen, no anyway, i did not say anything to her and kept on eating.meanwhile, since my bf and i were seated under the ac, i was facing the wind and cold air for the whole time. it got way too cold, and my chest felt really uncomfortable so i asked another waitress to adjust the ac she did it happily friendlily and i appreciate that!the ramen i ordered was mediocre did not like the flavor so you know, i was not really satisfied with my overall experience.when it comes to the check, i did not want to give % bc of the first waitress's attitude and put % down. she, the same lady^, counted the cash in front of us and threw it back, be like tips are not included & you gave too little in a horrific attitude. me and my bf were shook honestly, if your service was good enough i would have gave you % or more. and i have the rights to give how much i want depending on the service not mandatory or at a fixed rate. now she has the decency to demand for more tips very unprofessional. she got so angry after i explained why i would not give more, took the money and stormed out.this lady makes me not want to go back to totto ramen ever again in my entire life. and i will not lol.","[(0, 5, 'FOOD'), (81, 104, 'FOOD'), (234, 243, 'FOOD'), (348, 357, 'FOOD'), (482, 491, 'FOOD'), (614, 619, 'FOOD'), (796, 801, 'FOOD'), (1134, 1139, 'FOOD'), (1921, 1926, 'FOOD')]"
2085,"upon the suggestion of the concierge in our hotel, we enjoyed a wonderful evening of celebration at this restaurant. we could not have chosen a better place. the atmosphere is urban and trendy without being pretentious hard to pull off, the food is inovative yet understandable, and the staff is one of the most friendly in the city. everything on the menu looked yummy, but we started with the dungeness crab over fried green tomatoes and the seafood 'nola' salad with dungeness crab and gulf shrimp. both of these were great choices, piled high with the fresh crab. for dinner the highlight was the grilled fall king salmon with chanterelle and wild mushroom jus, a simple yet flavorful preparation of the salmon. for dessert we chose a couple of old-school ones that have been updated perfectly toulouse bananas foster and white chocolate bread pudding. the restaurant is not large, so reservations are suggested. we loved the decor, especially the iron lighting scultpures that we were told was done by a former bartender. the gm stopped by the table and shared a laugh and a wine suggestion, and it was resonable and really good. the bonus, though, is that this restaurant uses local, sustainable ingredients. by the way, the floor to ceiling windows have a perfect view of the space needle.","[(395, 409, 'FOOD'), (415, 435, 'FOOD'), (444, 464, 'FOOD'), (470, 484, 'FOOD'), (489, 500, 'FOOD'), (494, 500, 'FOOD'), (562, 566, 'FOOD'), (601, 642, 'FOOD'), (647, 664, 'FOOD'), (807, 821, 'FOOD'), (826, 855, 'FOOD'), (1080, 1084, 'FOOD')]"
1702,"i dressed up pretty nicely for this place. just a floral dress and flats while my boyfriend did semi-formal with a button up and a sports coat. we were both a bit nervous about overdressing or not dressing up enough but when we got there, there was a variety of dress among the people. we were probably somewhere in the middle as there were a few guys in jeans, and some girls who wore maxi skirts or trousers. honestly, it would just depend on how comfortable you are with dressing up as the restaurant itself did not seem to mind or at least they did not say anything about those in jeans or way more under-dressed than the majority. we got to sit in a super comfy booth and the waiter was so awesome. he made a lot of jokes and was helpful when answering our questions and offering suggestions. for our meal, we ordered a calamari , candied bacon, an oz filet migon, and a oz of the ribeye. the calamari was excellent. it was not overly chewy or too salty. the candied bacon was honestly to die for. there are a lot of places i've had them at that were too much like jerky and much too tough. this one had the consistency of thick-cut bacon that was crispy on the outside yet chewy on the inside. it was sweet but not rot-your-teeth sweet. just what i was expecting. now for the main course. the steak was wonderful. i eat a lot of steak and honestly this was perfection. it was cooked with just the right amount of pink i asked for, and was sooooo juicy. it was really well seasoned and honestly, the baby carrots that came with it were superb as well. my boyfriend's steak was huuuuge and he probably was only able to finish it all because of how good it was. overall, i'm so glad we dressed up and were able to experience this place in all of it is glory. i will definitely come back one of these days.","[(825, 833, 'FOOD'), (836, 849, 'FOOD'), (857, 868, 'FOOD'), (886, 892, 'FOOD'), (898, 906, 'FOOD'), (964, 977, 'FOOD'), (1070, 1075, 'FOOD'), (1138, 1143, 'FOOD'), (1299, 1304, 'FOOD'), (1335, 1340, 'FOOD'), (1505, 1517, 'FOOD'), (1510, 1517, 'FOOD'), (1572, 1577, 'FOOD')]"
291,"yummy yummy fried chicken magic. . do not miss out on the fried chicken. . the potstickers are also super bomb. . absolutely do not miss out on the fried chicken wet or dry but the sauce they put on it is really magic. so this place gets ridiculously crowded for dinner time i've driven past the crowds on the way home but at lunch actually it was not too bad. there was about a min wait while they cleared out a table for our party of two. the place is fairly spacious with lots of room for big parties but they also have some four tops for those that are traveling lighter. we ordered the fried chicken, potstickers on the recommendation of a coworker and fellow yelpers , honey walnut shrimp , and the shrimp and leek dumplings . all really tasty. the honey walnut shrimp is probably pretty standard and i've had better dumplings at other places but these were still pretty good. i would recommend the fried chicken did i say that enough yet and the potstickers if you are at a loss. they have lunch specials and the lunch special fried chicken was pcs as opposed to . they are served wet or dry and i thought we ordered ours dry but they came with a sauce on it. which i would think would be the wet ones either way they were still super good. parking sucks here. it is irving and no matter when you go, it will be pretty tough. meters and some free street parking on the side streets if you are extra lucky.","[(12, 25, 'FOOD'), (58, 71, 'FOOD'), (79, 90, 'FOOD'), (148, 161, 'FOOD'), (591, 604, 'FOOD'), (606, 617, 'FOOD'), (675, 694, 'FOOD'), (705, 730, 'FOOD'), (755, 774, 'FOOD'), (823, 832, 'FOOD'), (905, 918, 'FOOD'), (953, 964, 'FOOD'), (1034, 1047, 'FOOD')]"
1667,i had a filet mignon . it was cooked well. very tasty. the service was good and everyone was super polite and professional. i recommend this place. it is can be pricey.,"[(8, 20, 'FOOD')]"
,"great dinner we started with lobster bisque, which was awesome. split a green fields salad. linda did alaskan king crab which she loved. i went with skirt steak and a lobster tail. talk about gluttony our server, roger, was awesome definitely recommend","[(29, 43, 'FOOD'), (72, 90, 'FOOD'), (102, 119, 'FOOD'), (149, 160, 'FOOD'), (167, 179, 'FOOD')]"
295,"i do not really like chinese food, which makes this harder. it is a real struggle between three and four. all around they are very much as one would expect a chinese restaurant to be nothing special, but solid american style chinese food except those chicken wings are above par. their dry fried chicken wings are quite good. very nicely fried, and the sauces is pretty tasty although i could have gone spicier maybe if i were not white they would have made them spicier who knows. the other things eh. tasted like chinese food. we got the green beans another chinese dish i can sometimes handle and they were ok but i've definitely had better. we also got fried rice which was fine but did not stand out in anyway. last we got shrimp and leek dumplings , which i did not try, but my husband stays they were standard. they do get busy but they also seat people at their large family tables that do not know each other so that helps.","[(251, 264, 'FOOD'), (296, 309, 'FOOD'), (540, 551, 'FOOD'), (657, 667, 'FOOD'), (728, 753, 'FOOD')]"
298,"excellent food! everything we ordered was great, i want to order each item on the menu. of course, the original fried chicken was crispy with the best sweet and tangy sauce. the shrimp and leek dumpling were very fresh tasting. the pork chow mein was also worth noting. very large portions at a reasonable price!","[(103, 125, 'FOOD'), (151, 172, 'FOOD'), (178, 202, 'FOOD'), (232, 246, 'FOOD')]"
1039,"a must!! i liked it more than girl and the goat and we just showed up a little after opening and were seated immediately. no wait. we had the octopus, beet salad, pork shoulder, butternut squash soup, and pigs ear . all great pics! we looked over and the table next to us had almost exactly the same thing. guess all the reviews are true and you should get them because they are the most popular for a reason! my favorites were the octopus and pork shoulder. the mashed potatoes and gravy beneath the pork shoulder were heavenly. the octopus is the best i have ever had!! i am drooling thinking about it. the pigs ear dish was also delicious! i was scraping the plate clean. i would not let them clear the table until the plate was spotless, it was so good.","[(142, 149, 'FOOD'), (151, 161, 'FOOD'), (163, 176, 'FOOD'), (178, 199, 'FOOD'), (205, 213, 'FOOD'), (432, 439, 'FOOD'), (444, 457, 'FOOD'), (463, 478, 'FOOD'), (483, 488, 'FOOD'), (501, 514, 'FOOD'), (534, 541, 'FOOD'), (609, 617, 'FOOD')]"
,"the food was great, as we had been told by friends although great, my husband said he liked the steak better from places such as john howie and daniel's. wine selection was amazing, as they had a large amount of half bottles perfect as only my husband drinks wine. they also had three cider selections, which i was pleased with. the calamari was amazing, probably the best i've ever had high quality, perfect type & amount of breading, and a nice sauce. the french onion soup was good. steak was great. asparagus with bernaise was good. mashed potatoes were great. ceasar salad was great. creme brulee was amazing. however, the ambiance was not what we have come to expect from high end steakhouses like this.the entire place is open ie. not private, and the decor is dated. even the menu material seemed cheap laminated. however, they are closing soon for months for a remodel, so hopefully that will be fixed. the service was great, but not amazing, like we would expect for a dinner. for example, after our dessert was cleared we waited about minutes for the check, our server nowhere to be seen. for the price, we are more likely to go to john howie or daniel's we were not a fan of el gaucho, and are kinda over ruth's chris.","[(96, 101, 'FOOD'), (154, 158, 'FOOD'), (259, 263, 'FOOD'), (285, 290, 'FOOD'), (333, 341, 'FOOD'), (447, 452, 'FOOD'), (458, 475, 'FOOD'), (486, 491, 'FOOD'), (503, 526, 'FOOD'), (537, 552, 'FOOD'), (565, 577, 'FOOD'), (589, 601, 'FOOD')]"
712,"hey this place is definitely worth a visit! plenty of seating and the menu has everything for breakfast and brunch lovers! most eggor omelette dishes are served with a choice of toast or pancakes. a great selection of pancakes with endless topping choices. and who can resist a place that serves soft whipped butter, not those frozen little packages of butter so common in most restaurants! kudos to this place for hiring great servers and keeping the place clean and appealing. see you next time i am in chicago!","[(128, 131, 'FOOD'), (134, 142, 'FOOD'), (178, 183, 'FOOD'), (187, 195, 'FOOD'), (218, 226, 'FOOD'), (296, 315, 'FOOD'), (353, 359, 'FOOD')]"
,"my boyfriend and i were doing some pike place food hopping and stopped in here based on the amazing reviews. the line was enormous but moved pretty quickly - we were wrapped around all the way to rachel's ginger beer and still only waited maybe min. we shared a four chowder sampler. we got the new england clam chowder , the seafood bisque, the scallop chowder , and the special lobster and corn chowder . the sampler came with bread on the side. we both really liked all of the chowders , we went into it thinking the lobster would be our favorite, but it was probably our least favorite. we realized the other chowders on our tray tasted more like a traditional new england clam chowder than their actual clam chowder did. my favorite was the scallop chowder and my boyfriend's the seafood bisque. if we came back, we would probably just get bowls of those soups.","[(295, 319, 'FOOD'), (326, 340, 'FOOD'), (346, 361, 'FOOD'), (372, 404, 'FOOD'), (429, 434, 'FOOD'), (520, 527, 'FOOD'), (665, 689, 'FOOD'), (708, 720, 'FOOD'), (746, 761, 'FOOD'), (785, 799, 'FOOD')]"
1340,"we tried this restaurant for the first time and while the st louis ribs were meaty and delicious, the baby backs were dry and unappealing. we also had the chopped brisket and mac n cheesedry with little favor. the brisket chili was very tasty. not our favorite triple d place at all.","[(58, 71, 'FOOD'), (102, 112, 'FOOD'), (155, 170, 'FOOD'), (175, 187, 'FOOD'), (214, 227, 'FOOD')]"
