index,text,business_id,stars,dish_name,date
79,"wow just wow this review is for when i was in seattle during july, went in on the th so there was no traffic and parking was simple and easy.  we had originally wanted to go to tilth but, they were closed for the fourth of july unfortunately. but oh man am i glad that they were closed, otherwise i would not have had the chance to eat at this glorious establishment.  place is very nice and fancy, very upscale steakhouse.  we had started with the steak tartare which was phenomenal, best steak tartare i have ever had in my life, everything about about it was just great  i had also ordered the french onion soup which was maybe not the best but still very good.  and then on to the main course which was the ohmi filet mignon, this was the most tender, buttery, and juiciest filet mignon i have ever had.  worth every damn penny.  suffice to say it was not a cheap meal.  had the usual baked potato as a side which is a must for me whenever i eat steak.  on to the service which was efficient, kind, helpful and quite speedy.  our waiter was like a psychic ninja.  had a great time here and am looking forward to another visit the next time i am in seattle.",1122,5.0,French Onion Soup with Swiss Emmentaler,5/26/17
80,"when i first lived in seattle around ten years ago and i would ask what is the best steakhouse in the city the answer was almost always the met. there were certainly some other worthy contenders to the throne - daniel's, el gaucho, john howie, and even jack's way out in issaquah, just to name a few - but generally everyone was in agreement that this classic old school place was a seattle institution second to none. and, they were right while other places could claim better service, more tasteful interiors, or attentive service, there was no better meat and the preparation there of than what i found here. work took me away from seattle for a number of years but since i've returned and been to the met a few times i've been really disappointed with my meals. i have been back three times and each time the steak has been cooked incorrectly asked for medium rare, got medium to medium-well now, they are always sorry and accommodating one time taking the cost of the steak entirely off my bill but serving steak at the wrong temperature is just steakhouse faux pas number one and should not be a pattern at the city's finest - after all, i have to sit around and wait for a new steak to be prepared and everyone else at the table likely is going to either wait or eat awkwardly while i stare at their food. in the past i've found the rest of the food at the met underwhelming compared to other establishments but it was always balanced out by the steak. this has not changed much with most appetizers and accompaniments being really standard, conservative stuff that never really entices me to try much. last time i ordered their french onion soup and unlike the usual dance of hearty beef stock with nutty cheese and a bit of wine, the soup itself is almost slightly but blandly sweet - i'm definitely not a fan of this one. the interior is in deep need of a refresh as well. the met usually has the lights adjusted a little brighter than i would enjoy i prefer el gaucho's flashlight required tuning and that has the effect of illuminating some of the age of the place the carpet in particular does not look like it has been replaced since the first day i walked in there nearly ten years ago. sadly based on my last few visits i think the met has dropped below all of the other great seattle institutions and even some of the new ones like the butcher's table.",1122,3.0,French Onion Soup with Swiss Emmentaler,2/3/17
81,i have dined for years at this restaurant and have always enjoyed everything about it.  this time was a little disappointing.  everything was warm.not hot.  i ordered french onion soup which should have been left in the oven longer.  the cheese is supposed to be crusty but mine was soft and just melted and soup itself was just warm.  our steaks were properly cooked but also just warm when brought to the table and the au jus the waiter brought to pour over the steak was luke warm which made the steak even cooler.  we ordered a side of mushrooms and like everything else.just warm.   i was so wanting something hot that i ordered an after dinner spanish coffee and even asked that it be hot when it arrives.  the waiter did bring me a nice and hot spanish coffee.in a glass .that was too hot to pick up.  i then flagged down a suit and asked it my coffee could be served in a cup or glass with a handle so that i could enjoy it while it was hot.  we get to seattle a couple times a year and always make it a point to dine at the met.  i think next time we will expand our horizons as there are many good high end steak houses in seattle.,1122,3.0,French Onion Soup with Swiss Emmentaler,1/9/17
82,"top  best dinner experiences in my  years of life we we are there october th celebrating the seahawks win and my birthday and just wandered in for dinner thanks to a recommendation from the marriott. amazing food and atmosphere. the staff were full of smiles and conversation from the beginning to the end. they were really busy, but the maitre d kevin went above and beyond to make our evening special and our server stephanie i think was a sweetheart and a great sport in the chaos after a hawks game. i cannot even begin to give justice to the scallops, french onion soup , prime rib and table-side apple crisp.wow. stars thank you.we will be back on our next trip to seattle",1122,5.0,French Onion Soup with Swiss Emmentaler,10/25/16
83,"the price is well worth it, my filet was to die for i am so happy we stopped here while visiting seattle. it is a huge restaurant, but the service and food times were up to par. i started with the oysterswhich were so fresh, and the french onion soup to warm me up. both were fantastic. had the oz filet mignon with mash potatoes as the side. so filling and the meat was so tender ahh i need to go back.",1122,5.0,French Onion Soup with Swiss Emmentaler,10/21/16
84,"first let me say that we are typically unimpressed with steak houses, only because we can make a steak at home better than most. but, we went to the met grill to try one of the premier steak houses in the country. starting with the positives, the service was very good.  and the sourdough bread was served warm, pretty good but we are not fans of whipped butter. still good though.  and lastly if you are a fan of huge portions, than i guess this is a positive as well. we split everything which was a great move the bench style booth seats were uncomfortable. like airplane seating. definitely needs an updating with the seating. we decided to split everything. the caesar salad was overdressed, very old school. we ordered the french onion soup and it was pretty good but very very rich. at this point we probably should have stopped because we were getting full.  but we ordered a split of the prime new york steak, baker and the root vegetables. the baker was good but they offered a cheese sauce over the potato. hmmmmm. the root veggies were not impressive. slightly underdone, and way way to many. the steak was awful. it sensed like it was broiled. no char on it at all. a little tough. wow. and we decided to try the dessert. the coconut cake was huge and stale. lastly the wine list was extensive and the mark up was - times over most wine list. ridiculously overpriced.  dollar wines were marked to -. so disappointing. never again. lastl",1122,2.0,French Onion Soup with Swiss Emmentaler,7/9/16
85,"we came here after a seahawks game and it was a perfect way to unwind. we intentionally did not load up on stadium food so we could enjoy dinner here. this is just like your standard fancy steak joint. you get a small piece of steak for a premium price, and that is literally all you get. you have to pay for everything extra. potato, veggies, everything. they made a big deal about having % true japanese wagyu and even had it in a display case, so we had to try that. also i always try out a steakhouse's french onion soup , as that is one of my standards that i use to pass judgement on a steak house. they were both very good but i still stick by my opinion that this does not taste quite like wagyu in japan. i know i'm heavily biased so take that for what it is worth. i highly recommend that you try the bananas foster for dessert. they use captain morgan rum and flambee it right at your tableside which is pretty cool. this place will probably run you about  per person, give or take, so be aware. and definitely make reservations this place is crowded",1122,4.0,French Onion Soup with Swiss Emmentaler,1/10/16
86,"the met was absolutely amazing, from the service to the food to the atmosphere everything was amazing. we started with the crab cakes and calamari and a half bottle of pinot noir from king estates. everything was fantastic down to the aioli sauce for the calamari. what i really liked about the calamari was that they did not only include the rings they had lots of the tentacles which were done very nicely. the sweet jicama slaw under the crab cakes was also great. the french onion soup was fantastic, lots of cheese and lots of flavor. you should definitely get the french onion soup when here. we split this and they gave us very nice portions with cheese on top of both for an entree we got the waygu beef from hokkaido. our server was very knowledgeable about the beef and suggested getting it done medium and it came out brilliantly. my girlfriend and i split it so she got the mashed potatoes and i got the steak frittes. the mashed potatoes were a major winner the split is an extra  but it gets you another side. for a surprise desert our server brought us a creme brulee for my girlfriends birthday and it was fantastic. highly recommend checking this place out",1122,5.0,French Onion Soup with Swiss Emmentaler,12/13/15
87,"the customer service is excellent and the food is very good. despite it being such a large establishment the food is served quickly. the lobster bisque, clean chowder, and french onion soup are all excellent starters. the blackened rib eye is divine and the lobster mac n cheese is a must definitely stop by",1122,5.0,French Onion Soup with Swiss Emmentaler,11/10/15
88,"so disappointed.root vegetables were cold and blandly seasoned and the steak was full of gristle & poorly seasoned and rather dry.  first three bites i had to spit out.  cedar mushrooms on the side were served cold and dry.  at  a head shame on you french onion soup was good at least.but seriously, how would they have messed the soup up",1122,1.0,French Onion Soup with Swiss Emmentaler,6/21/15
89,"i visited this place while i was in seattle on business.  i really enjoyed it and, despite the price, i would gladly come back here again. walking in, the place was classy.  i felt like was walking into a high-end steakhouse from the 's, with the linen tablecloths and dark woodwork everywhere - and that was a good thing.  i do not mean it was run-down like an old building, but that it was classy. i started my meal with the french onion soup .  it was probably the best french onion soup i have ever had.  the cheese had a great taste and the broth was perfectly savory.  if the steak was not so huge and excellent, i would easily make this my appetizer, main course and dessert the next time i visit i ordered an aged new york strip for my main course, along with a twice-baked potato.  here's the thing, and you might think i am a little weird, but i do not like rare meat.  i know that might be sacrilegious for a good steak, but i just cannot do it.  when it is soft and bloody, i just cannot get over the thought of eating flesh.  i tend to order my steaks medium to medium-well, depending on where i am at.  since this place was supposed to be good, i expected the cooks would be able to hit the correct temperature on the steak, so i ordered it medium i was not disappointed. my steak was done perfectly.  it had just the right amount of char on the outside and was juicy on the inside.  it was tender and tasty and was the perfect end to a long day. my side - the twice-baked potato was good, but nothing to write home about.  however, one of my friends ordered the au gratin, potatoes with poblano peppers mixed in.  if i had it to do all over again, i would order these.  they were excellent hmmm. french onion soup with a side of those au gratin potatoes  if i would not get burned at the steak pun intended, haha, i could make a meal out of those two dishes alone in total, with a glass of iced tea, and no dessert, my order came to just under  just for myself, so do not come here if you are looking for a cheap dinner. i will say, however, that i felt it was worth every penny.  i will definitely be back.",1122,4.0,French Onion Soup with Swiss Emmentaler,2/8/15
90,"ordered chowder sampler, but as they put bacon in new england clam chowder had to limit only to seafood - base chowder  seafood brisque and manhattan chowder . seafood brisque was creamy and yummy. but tomato-heavy manhattan chowder was off the mark, and had chewy clams . also ordered fried oyster poboy. the quantity of poboy  for  inches and quality was not good. i think this chowder place is good only for their namesake dish  chowder . you get better and bigger sandwiches elsewhere.",1121,3.0,New England Clam Chowder,11/5/18
91,"i tried  different chowders and the bisque. i will not bore you with all the details.the long and the short of it was everything was at least decent but the original new england clam chowder was fantastic, head and shoulders above anything else. so stick to that. you do not need to do a sampler. i took off  star for some operational issues. you do not see what the market chowder of the day is until you get near the front of the line, which is not very helpful for figuring out your order ahead of time. i checked in on yelp to get the  off the sampler, told the cashier i checked in on yelp, and did not get the  off. finally, after i ordered i saw all these open containers of open chowder on a tray and i said oh, this is to go. they seemed somewhat annoyed. they should ask for here or to go at the start of the order to avoid this issue.",1121,4.0,New England Clam Chowder,11/2/18
92,"pretty awesome clam chowder . i would not necessarily rank it the best but it was very good. we ordered the original new england clam chowder and the seafood bisque. both of them were packed with loads of clams and potatoes and the sourdough bread bowl had the crusty exterior and airy, soft interior which was perfection. i felt that both soups were a bit salty on its own. we had to drink lots of water and pretty much ate all the bread that came along with it to balance the saltiness. this place is an iconic location so beware the line will be very very long and seating is very limited. i would recommend one person wait in line while the other scout out for seating. nevertheless, the service is fairly quick so do not be discouraged by the long line.",1121,4.0,New England Clam Chowder,10/28/18
93,"definitely one of the best chowders i had. the line for this place is always super long, but it goes by pretty quickly too. i was down the block but ended up waiting for maybe  minutes and got to my turn. we ordered the four samplers just to try the different flavors and also the new england clam chowder in a bread bowl.  my favorite was the special of the day for that day. it was corn, lobster, and sweet corn. omg, it was so delicious, super flavorful and creamy. we shared between two people and both of us were really full before even finishing all the soups. it comes with sour dough bread too. they do offer online ordering if you just want to pick it up and not dine in. definitely try this place if you are around pike place market",1121,5.0,New England Clam Chowder,10/24/18
94,"this place is chowder paradise there are so many options and varieties of chowder  we ordered and shared a quart of new england clam chowder , manhattan clam chowder and seafood bisque chowder . slices of sourdough bread were included with the soup and there were extra slices that are up for grabs by the utensils area. tip- lines are super long but it moves fast. if you just want to order soup, order thru their website and just walk up to their mobile ordering pickup booth.",1121,5.0,New England Clam Chowder,10/23/18
95,pretty good clam chowder place. we got their sampler which was good to try differernt things but our favorite was their new england clam chowder . next time probably just order that. we also had their connecticut style crab roll which was ok. i do not think it was worth the price and probably will not get it again. lines can be long but you can order online and pick it up during certain times. worth checking out once,1121,4.0,New England Clam Chowder,10/22/18
96,"do not understand why someone reared it lower for bad service for a  min wait, service has nothing to do with it.  you walk up, order, pay and take your delicious chowder , rolls andor salad.  the wait has to do with the demand.  you do not want to wait, either order ahead online or do not wait in line, go somewhere else. i got the x sampler - scallop chowder favorite, seafood bisque wait, maybe this was my favorite, traditionalnew england clam chowder very good, and manhattan style clam chowder way too tomatoey for my taste and split the original dungeness crab roll, which was also very tasty.",1121,5.0,New England Clam Chowder,10/21/18
97,"get the new england clam chowder . we got the  bowl sampler new england clam chowder smoked salmon chowder market chowder crab, lobster, corn crab & oyster of the , we loved the new england clam chowder . the one we liked the least was the smoked salmon. i tried the new england clam chowder last and wow it blew the other  out of the water. no wonder these guys have so many awards. we went around lunchtime but got lucky as the line was short. even then, the line moved pretty quickly. our  bowl sampler came with slices of sourdough which was really just perfect for us. something about watching people order the chowder in a bread bowl and then proceed to discard the bread bowl when they are done just hurts. disclaimer, the  bowls are pretty small. they have the  bowl sampler as well. be sure to obey the table rules. and also look for the mat on the ground that says to keep clear. you will be doing everyone a favor.",1121,5.0,New England Clam Chowder,10/20/18
98,"expect to wait in line for this place but they seem to move fast to get it going.  waited about - minutes.  ended up getting the sampler to taste four chowders .  got the new england clam , seared scallops chowder , coconut lime and crab and oyster chowders .  coconut lime want my thing but others seem to enjoy it.  the scallops chowder tasted the best.  flavor was just right and not too salty. new england and crab oyster chowder were also good and flavorful.  i would recommend this place to be a stop if you are in seattle.",1121,5.0,New England Clam Chowder,10/18/18
99,"this place is super popular.  i went at lunchtime on the weekend and there were two lines out the door.  it took at least  minutes to get to order. i went with the chowder sampler - seafood bisque, new england clam chowder , market chowder crab, lobster, and sweet corn, and seared scallop chowder .  for  for  oz., it is quite a hefty price to pay.  so, i would hope that it was some stellar chowder . well, it was good chowder , but not the best i've ever had.  the seafood bisque did not have enough seafood taste in it.  the market chowder , seared scallop chowder , and new england chowder all tasted pretty much the same.  if it were not for the different meats in them, i would not be able to tell the difference to what i was eating.  ultimately, in my opinion, it is overhyped but, if you are crazy about chowder , then give it a try.",1121,3.0,New England Clam Chowder,10/16/18
100,"if you love clam chowder , this is definitely the place to go. my husband and i went on a mini honeymoon to seattle and this place was on the top of my list to try. trust me, it will not disappoint. the lines can get pretty long, though. but i would say it is well worth the wait. my husband and i got lucky though, we went at off times around . so we missed the lunch rush and beat the dinner rush. please note that they have two locations, the super popular one near pike place market that is on  post alley. and the other location is a couple blocks up the street at pacific place center. both locations are equally delicious. so if it is too crowded at the post alley location, i would try the pacific place center. depending on the time it might be slightly less crowded. the first time we went to the post alley location. we ordered half of the original dungeness crab roll and half of the maine lobster roll. both were excellent. both crab and lobster were so fresh. we also ordered of course, the new england clam chowder in the sourdough bowl and the seafood bisque. again, both were excellent and most importantly, they do not skimp on the seafood. as for which is better for the sandwiches, i think it just depends which you like better, crab or lobster. as for the soups, it also depends if you like a tomato based broth or not. if you do the seafood bisque is awesome. i actually could not decide which soup i liked more. that is why when my husband and i ate there a second time. we ordered both the chowder and the bisque again. as for the rolls, my husband preferred the lobster roll, so we just got a whole lobster roll instead of a half. if you do decide to go here, i would advise trying what we got. they also offer a sampler platter of the soups if you really cannot decide what to get. i will definitely come back when i visit seattle.",1121,5.0,New England Clam Chowder,10/13/18
101,"my boyfriend and i were doing some pike place food hopping and stopped in here based on the amazing reviews. the line was enormous but moved pretty quickly - we were wrapped around all the way to rachel's ginger beer and still only waited maybe  min. we shared a four chowder sampler. we got the new england clam chowder , the seafood bisque, the scallop chowder , and the special lobster and corn chowder . the sampler came with bread on the side. we both really liked all of the chowders , we went into it thinking the lobster would be our favorite, but it was probably our least favorite. we realized the other chowders on our tray tasted more like a traditional new england clam chowder than their actual clam chowder did. my favorite was the scallop chowder and my boyfriend's the seafood bisque. if we came back, we would probably just get bowls of those soups.",1121,4.0,New England Clam Chowder,10/13/18
102,loved this place new england clam chowder in a bread bowl.delish perfect place to dine for lunch on a cold fall afternoon.,1121,5.0,New England Clam Chowder,10/12/18
103,"if you are ok with waiting for awhile during peak times, try this spot the seafood bisque and new england clam chowder were delicious and i would definitely have those again. the half-order dungeness crab roll was underwhelming in size and taste, but otherwise our overall experience was positive. finding a seat was kind of tricky - hopefully you get lucky",1121,4.0,New England Clam Chowder,10/12/18
104,"i am currently on a no pork diet, so i was not able to try the new england clam that has bacon already added. but a great alternative was the market clam chowder that includes lobster, crab, and corn  it is some of the best chowder i've had yet ",1121,5.0,New England Clam Chowder,10/11/18
105,truly the best new england clam chowder you will ever have. this is a must stop anytime you are near. so good,1121,5.0,New England Clam Chowder,10/11/18
106,"i cannot think of a better way of staying warm in rainy seattle than chowder .  i was finally able to make a stop and on waited about  minutes to get through the line.  in total there are  choices of different chowders .  you can order various sizes but if you want to try different one you can choose the sampler.  there a choice of  or  for the sampler and each portion is oz each. we ended up ordering a  chowder sampler with the crab and lobster, crab and oyster, seared scallop, and the new england clam .  all of them were creamy and balanced but i wished there were bigger chunks of the seafood.  my least favorite was the seared scallop chowder , there was a sweet after taste.  also ordered full maine lobster roll.  there was lots of lobster but the sandwich as a whole was a little wet and soggy. it is a little hard finding a seat but the turnover rate is pretty fast, there is also plenty of other seating around pike place.",1121,4.0,New England Clam Chowder,10/9/18
107,"i'm giving ppc a solid . stars. during my stay in seattle it was a no-brainer to sample their chowdahhhs in -degree weather. my visit to ppc was on a tuesday. they open at am so i walked by at  am and did not see anyone lined up so i went to go check out beecher's cheese. when i came back to ppc at am there were  people standing in line, but it moved quickly. order your food, pay, and find a table. there is no holding tables allowed unless you have a food tray in hand or else you will get lectured. i ordered the  sampler feast that included  chowders of my choice,  slices of sourdough bread and oyster crackers. original new england clam chowder - solid chowdah, fragrant, nice depth of flavor, ratio of seafood to veggies was lacking.  seafood bisque - least favorite, tomato flavor was overpowering and thick consistency took away from the taste of the seafood cod, salmon, shrimp.  seared scallop chowder - if you are a fan of dill than you will like this. the broth was creamy but light. i did not taste the sear from the scallops and there were not very many. . market chowder daily special - today's special was crab and lobster chowdah - the lightest of all broths. plenty of crab and lobster meat. less depth of flavor not as salty as the original ne clam chowder .  perfect to share for two people to get their chowdahhh on. each serving is  oz. their strawberry lemonade is made fresh. it is not too tart and not overly sweet. great balance grab it from the cooler before you order. the line disappeared after  pm. i would definitely try this place again but would not wait in line or go out of my way. paul's tip across the patio dining area there is public seating where you can horde as many tables as needed. do not forget to check-in on the yelp app to save a  off the  sampler feast",1121,3.0,New England Clam Chowder,10/8/18
108,there is a reason this place has the best chowders .   it was truly amazing.  we tried the regular new england clam chowder and the smoke salmon. both were great although the clam chowder was my fav.   awesome food.  wish they open in new york.,1121,5.0,New England Clam Chowder,10/4/18
109,"i got the new england clam chowder , but i did get to try the other chowders as my friends were there with me and got a variety. the new england was the best flavor by far. though the other chowders were not bad, they were not amazing either. i would say the market chowder was the second best, but that changes by the day, so you do not know what you are going to get. the bread bowl was worth it, even though i was way too full to eat any of it it gives the soup a really nice creamy texture that you do not get when it is just in a cup. service is really fast and even though the place feels super small, we found a place to sit fairly easily. however, you can expect the fast service but not particularly polite or good service.",1121,4.0,New England Clam Chowder,10/4/18
110,"i got a seafood bisque and a dungeness crab half sandwich and it was as good as the reviews said the bisque was super tasty with a load of different seafood pieces. i tasted crab, shrimp and other seafood . the sandwich was also really good but i do not think the price justified the size. it is like a three inch wide sandwich for i think , it does have a lot of crab and tastes really good so idk i guess it depends on the person. there was a big line, we went on a monday at pm and the line snaked around the front and to the side.",1121,5.0,Seafood Bisque,11/5/18
111,"i thought this place was way overrated. it was decent, but really not worth waiting in line for. we arrived  minutes before opening, so the line went by really quickly and found seats easily. the clam chowder was creamy and hot, but there were too many potatoes and not enough clams. the clam flavor did not really stand out as much as i would have liked either. it was more like a cream soup with a hint of clams. the seafood bisque was a huge disappointment. it was not even lukewarm. it would have been much better if they told us it was not ready rather than serving it cold. i have to have a separate paragraph to address the bread. bread is the best carb medium for hearty soups like this, and to get it wrong on top of mediocre soup was devastating to me. as a native san franciscan, i will admit that perhaps my standards for sourdough are a bit high, but the bread they gave us was all one texture, crust and insides. it was stale, cold, and the sour taste was off putting. tldr the chowder here is mediocre but not worth the wait or the price. the bread is bad and the soup may not be hot enough.  unfortunately, we did not try any other chowders here in seattle, so i cannot really compare it to anything else local.",1121,2.0,Seafood Bisque,11/3/18
112,skip the new england and go for the seafood bisque  i had both and the bisque was light years better. i visited on a wednesday afternoon in october and there was no line. if i would have waited for hours i would have been disappointed. that is the reason for the stars.,1121,4.0,Seafood Bisque,11/1/18
113,"yummy, yummy in my tummy if you are on vacay in seattle, this is a  mandatory stop. most fun staff and best chowder hands down. we laughed the whole time we waited watching their antics. line moves fast so do not let it deter you from the incredible edibles at the end. reasonable pricing, plenty of warm bread they even have extra for free if you ask. small seating area but you can take your chowder anywhere in the market to chow down. we opted for the sampler so we got to try four different flavors. it was awesome. i think they were all amazing but the one that really hit home was the seafood bisque . you can mix and match any ones that you want. tip buy the chowder in a cup and use the extra bread. saves having to buy the chowder in the bread bowl to get your carb hit.if the seating is full, take it to the extra seating at the market.",1121,5.0,Seafood Bisque,11/1/18
114,"it is been a few years since my last seattle visit, so i had to stop by pike place chowder. there is now a constant line down the alley for this place, so crazy but i'm happy to say that it is worth the wait. the quality has not changed, and there are more chowder options. my top favorite chowders were -new england classic -seared scallop so buttery - seafood bisque -clam & oyster pro-tip wait in line before it opens in the morning or order takeout",1121,4.0,Seafood Bisque,11/1/18
115,"after researching the best spot for chowder in the city, i kept stumbling upon pike place chowder. it is tucked in the side of the alley about one block away from pike place market next to rachel's ginger beer. the line was quite extensive and had a gap in between pizza bar and made in washington. however, the line moves super quickly and your good is ready almost instantaneously. we were one of hundreds who asked the line attendant for a recommendation and he was very happy to answer with the seafood bisque as his favorite soup offering. we of course ordered it in the sourdough bread bowl and it had lots of fresh flaky salmon, oregon shrimp, cod, crab and shrimp. to say it was tasty does not do it justice it is absolutely worth the wait. the seating is crowded, but it was raining surprise and there were empty tables right outside that were covered and dry. make sure you do not miss out on pike place chowder on your next stop to seattle oh, and it was under ",1121,5.0,Seafood Bisque,10/29/18
116,"pretty awesome clam chowder. i would not necessarily rank it the best but it was very good. we ordered the original new england clam chowder and the seafood bisque . both of them were packed with loads of clams and potatoes and the sourdough bread bowl had the crusty exterior and airy, soft interior which was perfection. i felt that both soups were a bit salty on its own. we had to drink lots of water and pretty much ate all the bread that came along with it to balance the saltiness. this place is an iconic location so beware the line will be very very long and seating is very limited. i would recommend one person wait in line while the other scout out for seating. nevertheless, the service is fairly quick so do not be discouraged by the long line.",1121,4.0,Seafood Bisque,10/28/18
117,welcome to chowder heaven. my friends and i waited almost an hour in a congested hallway for a chance to eat some of the best tasting chowder i have ever come across. we elected to get the  chowder sampler and the seafood bisque and manhattan chowders were standouts in particular for me. they even include a heaping helping of phenomenal sourdough bread that paired incredibly with the chowder. i will be sure to stop by here everytime i am in the seattle area,1121,5.0,Seafood Bisque,10/27/18
118,"ok you all, this chowder lives up to the hype. i was recently in seattle for a week and came here twice. and i'm lactose intolerant. the chowder is that good. definitely give the sampler platter a shot so you can try a bunch of chowders - my husband and i shared the scallop chowder far and away my fave, and i do not even like dill, the smoked salmon chowder, seafood bisque , and the market chowder. the accompanying sourdough bread was fresh, warm, and crusty. we also split a dungeness crab roll connecticut style for being on the pricy side, i was a bit underwhelmed could be that i'm a born and bred marylander and am loyal to my blue crabs, or that i wanted this to be more like a lobster roll.",1121,4.0,Seafood Bisque,10/27/18
119,"this place is chowder paradise there are so many options and varieties of chowder we ordered and shared a quart of new england clam chowder, manhattan clam chowder and seafood bisque chowder. slices of sourdough bread were included with the soup and there were extra slices that are up for grabs by the utensils area. tip- lines are super long but it moves fast. if you just want to order soup, order thru their website and just walk up to their mobile ordering pickup booth.",1121,5.0,Seafood Bisque,10/23/18
120,"came here when we were in town for a close friend's wedding. it was amazing we got the clam chowder and seafood bisque . flavorful, creamy, filling, what more could you ask for.maybe some more seating, but no biggie. pro-tip order online, go to the pick-up window and find a random place to sit it is not too hard to find a place with a good view at pike place. definitely saved an hour by doing that.",1121,5.0,Seafood Bisque,10/23/18
121,"food delicious with enough variation to please everyone. pricing surprisingly fair. service na. self-serve. ambiance pike place market. food the -sampler is the perfect way to taste and compare as many different chowders as possible to see how well this place can handle their seafood and none of the options disappointed. new england chowder creamy and hearty with ample ingredients smoked salmon surprisingly no smoky flavor, but enjoyed the salmon crab & oyster one of the best combinations for a chowder ever seafood bisque  huge chunks of fish that were still flaky seared scallop scallops were cooked and simmered perfectly in that delicious chowder lime & coconut reminds me of a thai curry different from what i expected manhattan chowder not my cup of tea, but had a great flavor profile market chowder that day, this was a crab & clam chowder that was very similar to the crab & oyster pricing given the demand, this place does not charge as high as they probably can for their chowders. moreover, a oz. serving per cup of soup may seem small, but given the hearty nature of chowders and liberal amount of ingredients, a meal here will not leave you wanting more. service mostly self-serve with someone coming by occasionally to clean up after messy patrons who never learned to clean up after themselves, but i also want to applaud how fast the servers were at pushing orders through and the host who was passing out the menu pamphlets and giving short reviews on the different chowders. ambiance the restaurant is situated in a cobblestone alleyway like the rest of the pike place market with all outdoor seating that is below the capacity of how many people come frequent so expect to share tables. out of consideration for other restaurants in the area, management also asks customers to not bring their chowder to other establishments.",1121,5.0,Seafood Bisque,10/22/18
122,"do not understand why someone reared it lower for bad service for a  min wait, service has nothing to do with it.  you walk up, order, pay and take your delicious chowder, rolls andor salad.  the wait has to do with the demand.  you do not want to wait, either order ahead online or do not wait in line, go somewhere else. i got the x sampler - scallop chowder favorite, seafood bisque wait, maybe this was my favorite, traditionalnew england clam chowder very good, and manhattan style clam chowder way too tomatoey for my taste and split the original dungeness crab roll, which was also very tasty.",1121,5.0,Seafood Bisque,10/21/18
123,"my wife & i had the seafood bisque and it was delicious. very rich and flavorful with lots of seafood . we arrived about pm on saturday close  and there was a pretty long line. we were told about a  minute wait, but it was a little quicker than that. luckily, they are mostly just putting chowder in bowls. if you can spare the calories it is definitely worth at least a small bowl. we shared a oz bowl, but i could have easily eaten that much myself.",1121,5.0,Seafood Bisque,10/21/18
124,"this place lives up to its hype but expect to wait in line because everyone knows how good this chowder is we ordered the sampler--i highly recommend--a couple of bowls of new england chowder and the seafood bisque omg along with a lobster roll and a crab roll. we added two drinks and they each came with a piece of excellent sourdough bread and crackers if you want them. my favorites were the scallop chowder and the seafood bisque but, honestly, you cannot choose a bad one. our total bill was over  for lunch but every single one of our party of four was in heaven.",1121,5.0,Seafood Bisque,10/20/18
125,"this place is super popular.  i went at lunchtime on the weekend and there were two lines out the door.  it took at least  minutes to get to order. i went with the chowder sampler - seafood bisque , new england clam chowder, market chowder crab, lobster, and sweet corn, and seared scallop chowder.  for  for  oz., it is quite a hefty price to pay.  so, i would hope that it was some stellar chowder. well, it was good chowder, but not the best i've ever had.  the seafood bisque did not have enough seafood taste in it.  the market chowder, seared scallop chowder, and new england chowder all tasted pretty much the same.  if it were not for the different meats in them, i would not be able to tell the difference to what i was eating.  ultimately, in my opinion, it is overhyped but, if you are crazy about chowder, then give it a try.",1121,3.0,Seafood Bisque,10/16/18
126,"incredible place to eat, with some of the best chowder i have ever tried. try the seafood bisque the next time you go i would avoid going in the summer months however who wants chowder when it is that hot but also it gets too busy from visitors.",1121,5.0,Seafood Bisque,10/15/18
127,loved the chowder here. it is very creamy and rich in flavor. the lobster and seafood bisque had to my favorite. you can get a small sample for  or . the sourdough bread is no joke is delicious. i will definitely be back for their lobster rolls,1121,5.0,Seafood Bisque,10/14/18
128,"amazing chowder loved all the types. we took the chowder sampler, our favorite was the seafood bisque and the scallop chowder.",1121,5.0,Seafood Bisque,10/14/18
129,"if you love clam chowder, this is definitely the place to go. my husband and i went on a mini honeymoon to seattle and this place was on the top of my list to try. trust me, it will not disappoint. the lines can get pretty long, though. but i would say it is well worth the wait. my husband and i got lucky though, we went at off times around . so we missed the lunch rush and beat the dinner rush. please note that they have two locations, the super popular one near pike place market that is on  post alley. and the other location is a couple blocks up the street at pacific place center. both locations are equally delicious. so if it is too crowded at the post alley location, i would try the pacific place center. depending on the time it might be slightly less crowded. the first time we went to the post alley location. we ordered half of the original dungeness crab roll and half of the maine lobster roll. both were excellent. both crab and lobster were so fresh. we also ordered of course, the new england clam chowder in the sourdough bowl and the seafood bisque . again, both were excellent and most importantly, they do not skimp on the seafood . as for which is better for the sandwiches, i think it just depends which you like better, crab or lobster. as for the soups, it also depends if you like a tomato based broth or not. if you do the seafood bisque is awesome. i actually could not decide which soup i liked more. that is why when my husband and i ate there a second time. we ordered both the chowder and the bisque again. as for the rolls, my husband preferred the lobster roll, so we just got a whole lobster roll instead of a half. if you do decide to go here, i would advise trying what we got. they also offer a sampler platter of the soups if you really cannot decide what to get. i will definitely come back when i visit seattle.",1121,5.0,Seafood Bisque,10/13/18
