,review_id,user_name,business_id,stars,date,text
69,,Pragyan P.,1118,4.0,6/15/2018,"just satisfy your appetite and make your day complete with the yummy south indian food, loved avocado chat and vada pav sliders, idli fry. amazing ambience and cool place to hang out with friends!!!!"
70,,Manojna K.,1118,3.0,5/1/2018,"south indian food with a twist. i am not a fan of paneer but their paneer matar dosa was sooo good it melts in your mouth. loved the avocado chaat, idli fries, mango lassi with a hint of cardamom, and the uthappam sampler. the sambar was pretty fantastic too. the only let down of this place we are the chutneys. all of them were bland for my liking."
71,,Nibha K.,1118,3.0,4/27/2018,"hmm.so stars for the ambience! but the food is just about average. it is really over priced south indian food which does not even taste like authentic south indian food. we ordered the vada sambar, idli fries and rava masala dosa. all of these were just okay, nothing great at all. have had amazing south indian food at other places in the bay area, so this is nothing in comparison to that. but yes the ambience is really good. so combining the ambience and the average food you will still have a good dining experience overall."
72,,Harsha P.,1118,5.0,3/30/2018,accommodated us as walk ins on a busy night. was with a work colleague and they were quick to take our orders and serve us. the fried idli appetizer and the beet dahi vadas were absolutely amazing. we ordered the paper masala dosa and the paneer dosa. tons of food as we had to take some of the dinner entrees back for the next day. nice ambience and friendly service.
73,,Sophie W.,1118,2.0,3/22/2018,"reserved a table for at pm on wednesday, and when i called to move up my reservation to on the same day, i was told that they were all booked. this place is super popular, and entering through the nondescript door which is automatic, by the wayyou only need to give it a tug brings you into this cavernous world of chandeliers and smelling of spices. i will say it is a bit of a tight squeeze if you are sitting in the booths against the side walls you will probably get more intimate with the tables next to you than you will with your partner. we ordered the mango lassi, idli fries, chutney sampler, and masala dosa. the complimentary pappad was so thin and delicious, especially dipped in the chutney sampler. the sauces do pack a decent amount of heat, and the idli fries are super crispy and gluten free !! . however, we did discover that the two sauces we were given with the fries were the same as the ones in the chutney sampler. poor planning on our part and lack of creativity on theirs. i was probably least impressed with the dosa. the sauces it came with were not flavorful enough, and there was only a small patch of potatoes in the very center. you cannot skimp on potatoes like that and think it is okay, especially if you are charging for what is essentially an oversize crepe. i think you can get better dosas elsewhere for lower prices, and the only justification dosa gets for charging what it does is the ambiance."
74,,Neil B.,1118,1.0,2/17/2018,"i brought my family who was visiting for philadelphia on a saturday night, and the ambiance looked promising. first off we were not even provided a drink menu. we ordered an assortment of shared plates including idli fries, vada pav, brussel sprouts, and avocado bhel. we spoke with the waitress letting her know that my wife was allergic to chickpeas, she confirmed with the chefs and informed us that she could have everything except the vada pav. turns out the avocado bhel had chickpeas, which we informed our waitress about and later spoke with the manager about. manager then confirmed that the rest of our dosas and uttapam order will have no chickpeas. ridiculously, everything contained it. the sambhar has chickpeas, the dosa potato filling had chickpeas. the manager confirmed with the chefs and they blatantly lied and denied that there was chickpeas. the manager had to show the actual split chickpeas in the filling before they accepted it. plain ridiculous and unacceptable. our waitress was also very slow and did not check up on us. we accidentally spilled water and despite staring right at us did nothing to help. which for a high end establishment is just plain wrong. apart from those major issues, the overall food was pretty average. shared plates were good, but the dosas were standard indian fare, could not taste any pear flavor in the pear masala dosa, the uttapams were not fully cooked, and the sauces chutneys were subpar. if you are looking for modern indian cuisine there are many better options in the city. dosa was very disappointing and i would not recommend it."
75,,Praveen K.,1118,5.0,1/19/2018,"lamb sliders, vada pav, idli fries, all dosas, pani poori and awesome cocktails. yummm . must visit"
76,,Shatakshi G.,1118,4.0,1/7/2018,"tried this restaurant for the first time during the new year week and everything for the table was super good both north indian and south indian food. we had already done reservation as we were a big party of people. when we arrived for dinner they had set aside the table for us. we ordered idli fries and vada pav as appetizers. the vada pav is a must try. it was one of the best you can have around bay area. for the main course we ordered a variety of dishes including extremely spicy mixed chille uttapam, idli sambar, moong daal dosa, south indian moons uttapam, spicy pear dosa and roasted chille and garlic dosa. all the dishes were delicious, a contemporary blend of authentic south indian flavors without being too overpowering on the spices. the sambar which came with all the dosa's and uttapam's was especially mind blowing. interiors are nicely done. it is clean and the service is quick. we had to circle around for a bit to find parking. price wise it is a bit on the expensive side . deducted one star for the server who was not very friendly and pleasant to talk to. apart from that a great experience. will recommend to try it out atleast once if you are in around the area."
77,,Ani J.,1118,4.0,1/2/2018,"since the first time i tried this place in , i have been a fan. this is easily one of the places i visit when i travel to san francisco. i had not been there in many years, so when my trip to san francisco finalized, i knew i was going back for sure. i actually ended up eating here twice during my recent trip. the food is still as good. i did end up trying a few new things. but the service has gone down for sure, hence, taking a point off. the service is slow, the servers not as attentive. one of the servers came to our table after we had been waiting for minutes. as soon as she arrived, she said are you ready to order no greeting, no nothing. kind of a turn off at a fancy restaurant as this one. now to the food idli fries unique idea for sure as i have never had idli fries before. its definitely on the spicy side, as they pour red chilli powder on it. so make sure you can handle spice before you order this. vada paav still as good as how i remember from . absolutely love it. rava masala dosa delicious.i always prefer the rava dosa crust over the other dosas. chana bhatura the channa chickpeas is a blend of fava beans and chickpeas, which is a bit of an interesting blend. i would personally prefer just the regular chana indian style . ras malai delicious dessert. madras coffee usually the madras coffee i have had is served in a steel glass, but this one comes in a regular cup. its really good and worth trying. after years, i am still a fan. i may not visit the golden gate bridge, but i will surely visit this place every time i go to san francisco "
78,,Kim B.,1118,1.0,12/18/2017,"honestly, this used to be my absolute favorite restaurant for years in san francisco. i moved away to co about two years ago, and came back recently to dine there, and it was the worst indian food i've ever had. i asked the waitress why everything was so different, and she said they recently had some menu changes. i could not be more depressed about this. i ordered the idli fries as an appetizer, which were unimpressive and the prawn masala as my entree. the curry to the prawn masala tasted like watery tomato soup with some spices, and was not even the consistency of normal curry. my mom ordered a chicken curry, which also had a watery consistency, and no flavor. this is one of the pricier indian restaurants, and i had always felt it was worth it perviously, but if you are thinking of going there now, i would advise you to save your money."
79,,Goutam M.,1118,3.0,12/8/2017,"not worth the hype. the fried idlies were good, the rest, dosas and chicken fry, were average."
80,,Cin-Yee S.,1116,5.0,11/5/2018,"if i had more money, i would be awash in coconut cream pies, lemon cream tarts, and morning buns with a hint of orange . a worthwhile treat, and easy to get if you show up a few minutes before it opens at am."
81,,Mary X.,1116,4.0,10/22/2018,"pretty long waits throughout the day, but you have to try the banana cream tart. it was the best i've had mission pie comes very close . the crust is phenomenal and there is a caramelized flavor to it that makes it that much better. the croissants are huge and the lamination on them are pretty spot on. i personally thought the croissant was too crunchy though, was looking for a bit of fluff in the middle. morning bun was also very flaky and firm. i do not really eat morning buns though so i do not know how they should taste. the chocolate chip walnut cookie is big but very flat and super crispy. i enjoyed it, despite know all that extra butter is probably the secret to the nice crunch it has. would come back to try their lemon meringue cake and other cream tarts!"
82,,Alex C.,1116,5.0,9/24/2018,"holy smokes. the morning buns . everything they make here is good. but the morning buns are on another level. i've had good croissants, scones, tea cakes. but i have not had a morning bun , cinnamon bun , breakfast roll that was as good as their morning buns . if anything, it is worth the wait for one of those. normally the wait is minutes, so do not be surprised if the line is just outside the door."
83,,Shelley P.,1116,5.0,9/22/2018,"mornings are for morning buns ! this was my second time visiting san francisco and tartine, and i was not disappointed. i went late monday morning and was pleased to find a short line. i was mesmerized by all the options but since morning buns are one of their most popular options, i decided to go with that having also had fond memories from last time . all the workers i interacted with were so incredibly friendly as well one of them even gave me recommendations for where to walk around in sf as i was wandering around that day. i decided to take a while to sit and journal at one of the tables inside here's some of my badgrammar ramblings about the pastry i take bites of my morning bun slowly because i want to savor every bite & because it was freaking expensive hah. but its worth it a delightful crispy flakiness on the outside it snaps into pieces as you bite, but it is held together by the caramelized sugar that covers it, slightly sticky on your teeth, tinted with orange like the grownup version of those orange slice gummies from your childhood. the sugar crystals fall in love with the corners of your mouth, as your tongue falls in love with the buttery softness of the bun , & as your mind starts to wonder if you could ever live in a world without baked goods. "
84,,Laura K.,1116,4.0,9/1/2018,loved the morning buns ! i agree with other reviews that orange flavored foods generally are a big no but this is an exception. very flaky with the right moisture content. bread was also yummy. i would skip the coffee though as there are better options in the mission district.
85,,Clare L.,1116,4.0,8/31/2018,"banana cream tart . tart is very light and creamy and the crust is buttery, flaky and crunchy. it is sweet but not overpowering! their banana cream tart was the only thing i got from tartine bakery so i cannot say much about other pastry. but it is definitely worth a try and wait! next time, i would like to try their morning buns ! if i am in the area, i would take banana cream tart and morning buns to go with my coffee and enjoy them at dolores park! the only reason i took one star off is price.it seems like everything there is bit pricey."
86,,Cameran L.,1116,5.0,8/20/2018,"do not be deterred by the long lines to get in. it is worth the wait. go here for the banana cream tart and the morning buns , then take them to go with your favorite coffee and a blanket and sit on the lawn at dolores park. these heavenly moments are what living in san francisco is all about."
87,,D D.,1116,5.0,7/12/2018,"tldr highly recommended! here's what to do to make the most of your visit time your trip properly. be patient since there is almost always a line. savor the delicious treats and breads that are obviously baked with love. repeat again and again! overall rating a+++ i'm from nyc so i know good bakeries. during my one week vacation in san francisco, this was the only place i had to come back to a second time. i loved it that much! yes, there was always a wait when i went around pm. but it was totally worth it! dessert is my favorite meal so this was heaven for me. i love they treat their coop employees well and they get to sleep at night. on the flip side that means you need to wait until staggered times throughout the day to get certain things, such as first thing in the morning to get their morning buns + breakfast goodies after am for made to order hot sandwiches minute wait after pm for breads longer if you want half loaves since they need to cool keep in mind they do run out of things as it gets later! so make sure to time your trip properly to get what you want! if you come before the breads are ready, they will write your name and bread order they do half loaves! on their bread list. they will call your name when your delicious carbs are ready and you pay for the breads upon pick up. here's what i tried across my visits latte . i'm not a huge coffee fan, but i sampled my friend's latte and it was amazing! not that bitter even without any sweetener. i was so enamored i got a small bag of the coffee beans to take home ! strawberry mousseline cake . hands down my favorite of everything i tried here! the whipped cream was nice and light. the strawberries were fresh though oddly whole so a bit awkward to eat share . the cake layer was moist. what is not to love tastes like a better version of strawberry shortcake. the slice is pretty small though. might be a seasonal cake so enjoy it while you can! a+++ chocolate souffle cake slice . valrhona chocolate mousse on a thin layer of chocolate cake topped with chocolate ganache if you like chocolate, you will love this! layers of decadent chocolate and it was not too sweet. a+ chocolate hazelnut tart . sweet pastry she will, guanaja, orange i was not a huge fan of this myself. i just did not like the orange flavor in this, but that is a personal preference. b+ eclair . vanilla cream, valhrona glaze not a fan of eclairs and this did not change my mind about them, but my mother liked it. b half olive bread . only available wed, fri, and sun holy moly! i want to eat this everyday! this was my favorite of the breads. i regret not getting a whole loaf of this, but i already had so much bread from the day before. i needed to wait until my next visit to try this since they are only available days a week! excellent texture, just wish there were more olives. the olives had a slight citrus flavor. try to eat the bread right away. i've never had such fresh bread in my life! it had literally just came out of the oven! a+++ sesame bread . great but not as good as the olive bread. a half ancient grain bread . nice and hearty. but not as good as the olive bread. a i really wanted to try the porridge bread but it did not bake properly that day. fyi all the bread i tried were very crusty and on the harder side. though the inside was light and soft! there is % surcharge on your bill to support employee benefits, which i think is great. the employees are super sweet! they patiently explained all the daily breads and bread ordering procedures to me. i think all their breads are sourdough based. love that they have self serve water on the side with compostable packaging utensils here. there is a bathroom between the register and coffee bar. you may even get to see them pulling out fresh breads from their giant oven if you come around pm on your way to the bathroom! if there is no where to sit at tartine, walk to the nearby gorgeous mission dolores park to enjoy your treats al fresco! the prices are a little higher here, but it is so worth it. i spent almost here over days. no regrets! i would definitely come here again the next time i'm in san francisco!"
88,,Florence A.,1116,4.0,7/9/2018," pm on a friday and the line is out the door for good reason! the baked goods are outstanding croissants, chocolate croissants and morning buns were on my purchase list. i was sorry to miss their kouign amann, which i hear is wonderful. i will definitely go back to try more!"
89,,Sarah R.,1116,5.0,7/8/2018,"the morning buns are to die for, they have cinnamon with a hint of orange zest and they the crust from baking it perfect to break open. the location is quaint and fun to find because there is not sign, which makes this bakery even more fantastic, they do not need a sign to make it known."
90,,Eric H.,1116,5.0,7/5/2018,"every single time i visit the bay area, i have to visit tartine. morning buns are the best."
91,,Kedar M.,1116,4.0,6/27/2018,dropped by this place at am on a weekend morning . there was a min wait line. nice cutesy interiors. they have a few seater tables outside too. tried multiple other things. our favourites were the morning buns and the savory bacon scone. yum!! could not try the banana cream tarts as supposedly they were not going to be ready till am. will be back for more!
92,,Cesar R.,1116,5.0,6/5/2018,"sf is all about standing in lines, but this bakery is actually worth it! from morning buns to almond croissants, no crumbs left on my plate!"
93,,Patrick S.,1116,5.0,6/3/2018,"tartine bakery is going to be the ruin of any diet plans! whenever i do want to splurge in the city, i make a stop by tartine. as one gets closer to the establishment, one can delightfully enjoy the smells of the bakery. unfortunately, everytime i drop by there is always a line to order something from their delicious bakery with the morning times understandably having the longest lines. i have ordered a variety of different things here but here are a list of things that i have particularly enjoyed banana creme tart the tart particularly nails the banana flavor with nicely sliced pieces of banana layered in the filling. but the nice surprise is the layers of milk chocolate along the pie crust which make for a beautiful match made in tastebud heaven. morning buns they would be a welcome pick me up for any day! not knowing what these were, they are basically a flaky croissant like pastry lightly flavored with a orange zest that could easily be laced with crack! croque monsieur enveloped with golden bread to indicate the buttery goodness that has soaked in each of the slices and then filled with hearty pieces of cheese and ham. surprisingly, it never feels awfully heavy where i am in an induced food coma. these come with pickled carrots that definitely provide a welcome acidity to cut through. the service is fast and friendly. the space inside the actual establishment is small so if you are planning to have a nice brunch with a bunch of your friends you are better off planning to take these goodies to go and walk off to the park. parking is limited and again may be better to walk over. overall, tartine bakery has a lot of great pastries that are worth picking up and enjoying in the city."
94,,Miya M.,1116,5.0,6/2/2018,the morning buns are the most delicious pastry ever! the line is long the it is worth it!
95,,Christina R.,1116,4.0,5/31/2018,"definitely a staple. there is a reason people will wait in long lines just to get a single treat or loaf of bread. there is a reason young cooks clamor their way into this kitchen and take pride in saying they have worked here. everything is delicious and worth your wait in line. i try to try a different item every time i come out because i just cannot eat it all at once. the portion sizes are actually quite large and the items are pretty rich. this time around i got a chocolate croissant and a lemon bar. sooooo gooooood!! i can say that the scones esp savory are incredible, as well as the morning buns . and the bread! i also have not noticed a dip in quality over the years. i mean the place has been open over years and it is super popular. a lot of places like that tend to dip quality wise and rely on their name alone. i really wanted to try their coffee. i feel like i should have but i was not in a coffee mood. for sure i will next time."
96,,Angela L.,1116,5.0,5/30/2018,"there has to be a reason why there is always a line out the door, why people are willing to wait up to minutes just to get inside, why there are thousands of raving reviews. and that reason is morning buns . and the lemon cream tart. and the savory scone. and the lemon bar. it was our first time here and we did not know what to expect. obviously parking in the city is tough, but we found a meter a few blocks away. we got there around am, so i was worried about the wait. the line wrapped around the corner, but it went by quickly. it was longer by the time we left. the employees were kicking ass with the never ending line. they got us in and out quickly and painlessly. we had to stop ourselves from ordering more than morning buns . i had read tons of yelp reviews raving about those delicious pastries, and i knew that i had to try one.or five. we also picked up a lemon cream tart and a lemon bar because my boyfriend absolutely loves all things lemony. man, that tart was just heavenly so smooth, so creamy, so decadent. the lemon bar was the perfect combination of tart and sweet, and the pine nut crust was so buttery and crumbly. with all this sweetness, we also picked up a savory scone for some salty counterbalance. my god, what a clutch decision to get that scone. it was probably the best scone i had ever had in my life. i was initially hesitant about trying it because scones are usually too dry for my liking, but this bad boy was buttery and moist from the cheese and it packed a helluva flavor punch from the bacon. i'm salivating just thinking about it. everything tasted amazing fresh out of the box, and they surprisingly held up well after a day or two, so we had a wonderful treat for our trip home. totally worth the wait, i'm looking forward to trying everything else!"
97,,Josh N.,1116,5.0,5/19/2018,"amazing holy grail of bakeries in sf. i live here and still make a quarterly if not more trip to the original tarting for morning buns , croissants, bread loaves and most importantly bread pudding. this place simply makes the best bp i have ever had in my life. go early morning when they open or mid afternoon before when they serve bread to reduce your wait in line. it can be large but it moves quickly and the pastries are delicious. i like darker roasts of coffee so, for me, the coffee here tastes too bright and acidic. other people seem to like it fine"
98,,Karissa A.,1116,5.0,4/27/2018,if i could give this place stars i would the lemon tarts are amazing i want to order like whenever i go. the morning buns are delicious they taste like a sugar bun with a hint of orange and they are a little bit sticky and they taste so amazing like heaven. the bread pudding is good too i would drive hours just for this place. if you want to get there before they sellout go before pm
99,,Al W.,1116,4.0,4/25/2018,"the line was minimal during late afternoon. however, the downside was they were out of morning buns and their famous lemon tart. i settled for their seasonal fruit tart, which was not very impressive. i ve had many tarts that were just as good, if not better. but i also bought a lemon tea cake and that blew my mind away. it was so dense and moist with a nice, sweet outer layer. i've never tasted any thing like it. i would rate the tea cake a five and the tart as a three star, hence, my four star rating. i would definitely come back to try all their other items based off the level of execution on their tea cake."
100,,John L.,1116,5.0,11/2/2018,"candied orange and cinnamon sugar they are not as common a combination as peanut butter and jelly, thunder and lightning, or russell westbrook and poor fg percentage, but tartine bakery and cafe surely did their homework to roll them up into the finest morning bun ever. dipped in even more sugar, it was surprisingly not as sweet as it looked. it is flaky, buttery, and cinnamony, much like a cross between a croissant and a cinnamon roll in full swing! the morning bun alone is reason enough to come back, but the croque monsieur with shiitake mushroom will make the decision even easier. simply put, a croque monsieur is a ham and cheese sandwich but a lot better. their offering came with a choice of ham, turkey, shiitake mushroom, or fromage blanc. our order came nicely baked with plenty of mushrooms and melted gruyere cheese. my younger daughter enjoyed it so much that she wanted a single slice to be her next birthday cake. we just need to buy some candles! we also tried the huge gougere savory choux pastry with gruyere cheese and the largerthanusual pain au chocolat chocolate croissant . they were also delicious, but not as impressive as the other two items we had. the quiche , scone, croissant, cookie, tart, and cake looked appetizing as well, but we would have gone home broke had we decided to try them all. the wait was long and the prices were steep, but the quality and taste of the food were superior. seating oneself could be a challenge, but mission dolores park is just a couple of blocks away. enjoy the stroll while slowly nibbling away at that delightful morning bun."
101,,Kevin N.,1116,5.0,10/24/2018,"do yourself a favor a take a day off work and treat yo self with some delicious food from tartine. the line is totally worth it, but if you want to avoid the hassle, try to come on a weekday. the place itself is pretty small. if you have a large party, do not expect to be seated. they have a few tables inside and then three tables outside. pain au jambon ham and cheese croissant. must get. morning bun sweet and delicious. the orange really comes through the whole bun and not just the outside quiche i've never had a quiche this perfect before. the egg is the perfect soft consistency sourdough take a giant loaf home. so tasty and will last you a while"
102,,Christopher L.,1116,5.0,10/21/2018,"omg do not get me started on tartine. i've been here at least times so far and have been coming at least twice a month since i've moved here it is rare that i go anywhere more than once . it also does not help that i live a block away from this delightful, delicious bakery. the pastries they make here are probably the best i've ever had in the city. i would say my favorite are the almond croissant and the banana cream tart. i've also tried the regular croissant, chocolate croissant, ham and cheese croissant, morning bun, buttermilk scone, lemon meringue cake, ham and egg quiche and the croque monsieur with ham. so i will speak about the croissants in general. the croissants they create here are huge, you might think that is crazy for a croissant but i've paid for croissants that are half the size. here, they are super sized and can be a meal in itself! the croissants have a dry, crunchy surface that breaks super easily, but a warm, cozy, fluffy inside that almost melts in your mouth. their croissants here are so good and you would be fine choosing any croissant. the banana cream tart is even more filling, it really satisfies the craving for any sweet tooths out there. it comes with banana, whipped cream, caramel, chocolate flakes and a whole bunch of other goodness. one of the best tarts i've ever had. all the other things i've tried all of them are pretty solid. things that were pretty average were the morning bun and their scones, but still pretty decent. honestly, you cannot go wrong here! when in doubt, any of the things first listed in it is section is pretty solid. also prepare to wait here! unless you come really early. there is often a line that can take anywhere from minutes before when you line up and when you pay for your order. also do not come too late because they usually run out of the best things early on."
103,,Auriyon J.,1116,5.0,10/14/2018,"ive tried so many things from them and they are all so yummy! the bread pudding is sooooo good! they also have super good brownies, chocolate cake and quiche ! i love this bakery so much!!!!!"
104,,Jang N.,1116,5.0,10/10/2018,the best bakery i have ever been to! it is the closest thing to bakeries i've had in france. i'm a huge fan of eclairs and they have the best eclairs i have ever tasted. i'm also a huge fan of croissants and they also had the best croissants. their morning bun is as good as advertised! their pies are also really good and their quiches are decent i'm usually do not like quiches . make sure you try the banana cream tart. super sweet but super delish! do not let the long lines fool ya it goes by pretty quickly
105,,Katie Y.,1116,5.0,9/11/2018,"wow. easily the best croissant i've ever had. the line was a bit ridiculous and it moves incredibly slow it was a saturday morning, so i think everyone had the same idea we had . i think we got a little carried away in attempting to essentially purchase almost one of every pastry, but it was well worth it. the quiche was delicious, you could tell that the crust was homemade and was cooked to perfection. the pastries were unbelievable, i expected they would be good but the croissants literally tasted like butter, while maintaining such a beautiful, flaky texture as someone who is baked croissants before, i have a much greater respect for people who do this well . the coffee was made at a separate counter and also did not disappoint. the shop is rather small, and some of the tables get in the way of the line, and the line gets in the way of utensil water area. i imagine it was not designed to handle the massive crowds that it attracts. wish they would take some of their profits and expand the place a little, because it is just not meant to handle the amount of people who visit their shop everyday. i also love that you can look into the kitchen in the back and watch the pastry chefs, live, make all the delicious food at the counter. highly recommend for a pastry and a coffee."
106,,Justina L.,1116,3.0,8/10/2018,"got the almond croissant, morning bun, corn quiche , freshly squeezed oj and americano for ~ . food was good but not necessarily something i would go out of my way and line up for."
107,,Phil N.,1116,5.0,8/5/2018,"in the footprint of iconic carls bakery lies tartine. tartine is a icon unto itself. the bakery goods at artfully detailed. however, unlike some, these beauties run deep with flavor. i have had most everything in the case at this point. all i can say, is pick your poison and you will not be disappointed. caution you order at the counter. there will be lines. you can expect to wait minutes but it is worth the wait. tables turn pretty quickly and it is a good idea to have a person in your party grab one as you enter the building. another tip. it is easy to go right to the cake case. however, , the croque monsieur, quiches ,and buttermilk scones are worth a try"
108,,Mark W.,1116,4.0,7/5/2018,"truly great pastries, sandwiches, quiche , pie, deserts, and coffee. it is not cheap but the quality is exceptional. the only downside is the line. i understand that people in sf are willing to wait for great food but there is never a line."
109,,Molly M.,1116,3.0,7/5/2018,"yes, its good. the quiche of all things! is one of my faves. as its all so nice and tasty, i try to go when there is no line and see what is left. never been disappointed. there are a mountain of bakeries in sf. and you are in the mission. so choose your calories. and come back when you can!"
110,,Melody K.,1116,4.0,7/5/2018,"the scent of freshly baked goods that hits you as soon as you walk in the door of tartine is seriously heaven! it does not smell overly and sickly sweet, but instead you get that bready, baked, homey smell that anyone who enjoys bread, pastries, and carbs in general would appreciate. lemon cream tart definitely worth trying! if i'm eating something with the words lemon and tart in it, that is exactly what i expect and that is exactly what i got! the crust was a little hard for my liking so it was difficult to cut with a fork, but overall my mouth was experiencing lemon heaven. the cream on the top is very light and complements the tart and thick lemon filling super well! chocolate souffle cake if you are a chocolate lover, then you have to get this. it is super rich, dense, and chocolatey what more could you ask for in a chocolate cake the dark chocolate ganache layer is aaamazing the bitterness balances out the sweetness of the whole cake. not to mention, the gold paper on top makes you feel super fancy! but if you enjoy more of a cakey texture, then this may not be the cake for you since it represents more of a souffle than a cake. tip this cake goes super well with a cup of coffee! croissant a must get! this was probably the priciest croissant i've ever paid for . for one croissant , but it is huge!! plus the outer flakiness, layered buttery goodness and mouthwatering aroma words cannot even describe, you just have to get it yourself to see exactly what i mean is definitely worth every penny. i've been here twice and each time i had to get their croissant. when you bite into it, the sound alone is to die for and would make for great asmr sound effects! next time i'm in the area, i definitely have to stop in to try their quiches , banana cream tart, and fruit tart!"
111,,Falcon J.,1116,4.0,6/19/2018,nice little cafe with great food. quiche and croque monsieur were both delicious. indoor and outdoor seating.
112,,Amanda K.,1116,4.0,6/12/2018,my first time trying quiche ~~ soft and delicious. fresh bakeries and dessert! unfortunately you have to wait in line quite a while it was monday am to order and not much space inside.
113,,P. A.,1116,5.0,5/27/2018,"fantastic breakfast. arrived around . am to quite a line just come prepared. it moved relatively quickly though, so do not despair. we got a morning bun, mushroom croque monsieur, quiche , and a savory scone. no regrets. the quiche was exceptional, and i loved the pickled carrots with the croque. our friends got the ham and cheese croissant and loved it. a guy said that if we decided to get another item we could just go up to the register and tell them we already paid so that we would not have to wait in the line again. he recommended the tarts to go. we might have to try it."
114,,Nicole L.,1116,5.0,5/20/2018,"tucked in the heart of the mission, this neighborhood bakery is not to be missed. i enjoyed a slice of chard & green garlic quiche and a macchiato, both made with love. cozy seating area perfect for sharing with new found friends. i also ordered a savory bacon frommage blanc scone to go. i've heard there can be a line out the door, do not hesitate for a moment to get in that queue."
115,,J P.,1116,5.0,5/9/2018,"their bread pudding is fantastic, so is there quiche and cake. the only thing that is not amazing is their chocolate chip cookie."
116,,Arianna R.,1116,5.0,5/6/2018,"omg. i do not expect any other quiche to live up to the ham and cheese quiche at tartine. it was perfect. get the morning bun. tartine tastes like france. it is amazing. expect a line, even if you arrive early. a friend and i came here at am on a sunday morning and there was already a line of people, but at least we were able to get a table when it opened at ."
117,,Levi C.,1116,5.0,4/20/2018,there is a lot of hype about restaurants in san francisco but i have to admit the tartine bakery lives up to it. actually they superseded my expectations. they make some of the flakiest croissants i've ever tasted. as a matter of fact they are on a whole other level of perfection and i have not even spoke about the banana cream pie or the quiche . go early to beat the lines and if you go during winter time bring your coat. they keep the doors wide open and it can get pretty cold if you are not prepared. seating is limited and you will share a space so make some new friends.
118,,Tami N.,1116,5.0,3/29/2018,"wow. just. wow. thought this was just going to be one of those overhyped places people stand in long lines to go into and order some pretty overpriced pastries just for the 'gram, but it is worth it. our uber dropped us off at about ish in the morning and there was a line outside the place. luckily i spied an open table in the tiny, crowded bakery and snatched it up right away while my brother and husband waited to order. we can debate whether or not that was the right thing to do, but it was chilly outside and we wanted to order coffee and bunch of stuff. yeah. they waited in line for about ish minutes and our sweet pastries were brought out first, with the quiches and croque monsieur coming out about minutes later. the pastries stole the show for sure. the morning bun and coconut tarts were just orgasmic. yes, all three of us moaned with each bite we took, eyes rolled to the back of our heads. thank god you are not in mn."
119,,A P.,1116,4.0,3/23/2018,"we landed here at about am on a saturday to a nontrivial line out onto the sidewalk that only got longer with time. we ended up purchasing a great variety of pastry, including a slice of ham and leek quiche , frangipane croissant, morning bun, pain au jambon hamandcheese croissant , gougere onion and cheese pastry , lemon cream tart, and banana cream tart per the many, many recommendations here . may have gotten a few more pastries i cannot recall. this was definitely not a cheap excursion. these pastries ran us north of , tax included. that said, most everything was good, and several were great. the gougere was a surprise hit, flaky, pungent with onion but not overpowering, and probably a good bet for vegetarians sorry vegans, i think they contain cheese . the quiche and hamandcheese croissant were both very solid. as i expected from reading the many reviews here, the banana cream tart was far and away the star of the show. deliciously pudding custardy texture not too sweet or too bland, but exactly right. i noticed they have full piesized banana cream tarts as well something to explore later, i think. sadly, the lemon tart was the biggest miss. bland and did not really have much lemon flavor. give it a pass. i did not find all pastries to be uniformly amazing, the prices were steep, and nobody enjoys waiting in line. if it were not for those issues, this place would have gotten stars from me. also, since this is the mission, there is no parking to be had either. i will probably be back sometime in future, but unless you are a local with time to kill standing around in line without having to worry about parking, this is not an everyday visit kind of place."
120,,Sasha B.,1116,5.0,9/16/2018,"a mustgo stop in san francisco. delicious pastries and coffee that goes perfectly with them. when you order in the morning, the pastries will come out first. if you order coffee, expect another minutes for it to come out. if you order a sandwich, it will likely come out another minutes after the coffee. so this is a dessert first place if you are asking me! the line is never ending. from minutes prior to opening, to when they close. their loaves of bread are ready for purchase around pm. basically, just get in line so that you will be at the counter around . that is my best suggestion. also. be prepared that when you get to the counter, they may be sold out of something. for pastries, we went twice this week and we tried a frangipane croissant , morning bun, buttermilk scone, savory scone, lemon cream tart, chocolate hazelnut tart. for coffee, we tried the valhrona mocha and cappuccino. the coffee was delicious, truly a craft coffee, and served at a temperature that is actually drinkable no worries about burning your tongue on the first sips . my favorite pastries were the frangipane croissant and the savory scone. try everything if you can! we also tried the idiazabal & membrillo sandwich and different loaves of bread ancient grain, porridge and walnut. the sandwich is like a gourmet grilled cheese. the bread truly makes the sandwiches here. you cannot go wrong with your selection. we took the loaves of bread back home to florida, and they are perfect for sandwiches, toast, snacks at home!"
121,,Alex R.,1116,4.0,6/30/2018,"i've waited years to come here and it did not disappoint! they were out of frangipane croissants bummer! but the double chocolate one held us over. great new matcha lattes! if you go, please get a rocher only . . changed my mind on the potential of meringues. also highly recommend the gougere! there was a line go early!!!!"
